mechanism,kappa,cohort_replicate,unit_index,family,phi,lambda,neff_p,neff_var,threshold_calibration_max_error,theta_obs,theta_native_null_median,delta_theta,p_native,native_reject_005,delta_positive,native_null_valid_fraction,native_spectral_error_median,native_count_exact_fraction,native_group_count_exact_fraction,injection_monthly_multiset_exact,injection_monthly_event_count_exact,annual_count_mean,annual_count_sd,annual_count_ac1,monthly_indicator_ac1,monthly_indicator_ac12
history_feedback,1.0,14,5,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.6032655826558265,0.7412545042747202,0.1379889216188936,0.1896207584830339,False,True,1.0,0.00618886578974,1.0,1.0,True,True,3.095617529880478,1.9016717108764285,0.510775713073329,0.6129542622632235,0.6378094710538598
history_feedback,1.0,14,6,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.8432007575757576,0.8313687156992313,-0.0118320418765263,0.5189620758483033,False,False,1.0,0.0070627784445356,1.0,1.0,True,True,3.03187250996016,1.897518845389117,0.4450622726527573,0.6044865894394368,0.6026225167263958
history_feedback,1.0,14,7,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.8337842712842712,0.8004747693384057,-0.0333095019458655,0.5988023952095808,False,False,1.0,0.0067884305072689,1.0,1.0,True,True,3.187250996015936,2.1050112880121024,0.4414613853080621,0.6556959141902916,0.607396033932434
history_feedback,1.0,15,0,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.615556360125513,0.7020641796637214,0.0865078195382084,0.2994011976047904,False,True,1.0,0.0069229983316918,1.0,1.0,True,True,3.0278884462151394,1.982799321893763,0.50772612467316,0.6382336982726668,0.6409928017201085
history_feedback,1.0,15,1,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.5677789363920751,0.7586733995975048,0.1908944632054297,0.06187624750499,False,True,1.0,0.011019091120654,1.0,1.0,True,True,3.01593625498008,1.987948005063757,0.5160978127621138,0.6449484847780077,0.647107411388753
history_feedback,1.0,15,2,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,0.6559284979423868,0.7127365188921957,0.0568080209498088,0.3792415169660678,False,True,1.0,0.0106506982362435,1.0,1.0,True,True,2.900398406374502,1.8983217164854669,0.5028818684656362,0.5911871414358651,0.5780184541405216
history_feedback,1.0,15,3,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7008191306645528,0.7290175374541636,0.0281984067896108,0.4231536926147705,False,True,1.0,0.0066045231420264,1.0,1.0,True,True,2.940239043824701,1.8360094281209145,0.4743446511091611,0.6267023613561461,0.6220000384219804
history_feedback,1.0,15,4,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7563086272955476,0.8676170074328944,0.1113083801373467,0.2115768463073852,False,True,1.0,0.0073009023447554,1.0,1.0,True,True,2.8764940239043826,1.9548400600363325,0.4171605593145731,0.6164164811223635,0.5545265327385575
history_feedback,1.0,15,5,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9635025846256462,0.8766273415568913,-0.0868752430687549,0.6906187624750499,False,False,1.0,0.0076851859132185,1.0,1.0,True,True,2.952191235059761,1.8265704859987149,0.4784783910010223,0.5724967739274411,0.5761888784553479
history_feedback,1.0,15,6,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.6163596348223019,0.7920640456129597,0.1757044107906578,0.1357285429141716,False,True,1.0,0.0082172916016803,1.0,1.0,True,True,3.0278884462151394,2.0421892604760123,0.4968496447728859,0.6375487805581013,0.5970164784769506
history_feedback,1.0,15,7,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7440476190476191,0.7633272704329661,0.019279651385347,0.4311377245508982,False,True,1.0,0.0060722974465674,1.0,1.0,True,True,2.99601593625498,2.0521061146349453,0.4608238035470063,0.6459756223240302,0.6012403502165317
history_feedback,1.0,16,0,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9632710181664554,0.8117739857242708,-0.1514970324421846,0.8203592814371258,False,False,1.0,0.0063874144718024,1.0,1.0,True,True,2.816733067729084,1.932702132850495,0.4617670769568182,0.6159891340725485,0.5896848067205231
history_feedback,1.0,16,1,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.6803035912624954,0.691249121222589,0.0109455299600935,0.4790419161676646,False,True,1.0,0.0080513418709136,1.0,1.0,True,True,2.9800796812749004,2.065559355675412,0.4594390316923248,0.6518140682846567,0.5866296920284235
history_feedback,1.0,16,2,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.5414418465227818,0.6196365505656254,0.0781947040428435,0.3273453093812375,False,True,1.0,0.0131243948791984,1.0,1.0,True,True,2.9641434262948207,1.9563740861824632,0.5103585988709682,0.6180613504142916,0.6080112432807482
history_feedback,1.0,16,3,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,0.8366915422885572,0.8573208683339055,0.0206293260453482,0.4471057884231537,False,True,1.0,0.0051496271023448,1.0,1.0,True,True,2.960159362549801,1.8180169504089048,0.4891818023190749,0.5792415084903303,0.614462605826968
history_feedback,1.0,16,4,gaussian,0.2,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.5951759877573733,0.7554448070854449,0.1602688193280715,0.1676646706586826,False,True,1.0,0.007998151882075,1.0,1.0,True,True,2.9322709163346614,1.8871009043023328,0.4893479779971691,0.5791130391095084,0.576750957550239
history_feedback,1.0,16,5,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,0.9691455696202532,0.8261536420100439,-0.1429919276102091,0.8083832335329342,False,False,1.0,0.0100268825879729,1.0,1.0,True,True,3.0199203187251,1.8172484765500296,0.4637104182748627,0.5703739945365696,0.5902894565824344
history_feedback,1.0,16,6,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,1.0,0.7727390147487398,-0.2272609852512601,1.0,False,False,1.0,0.0081644073182047,1.0,1.0,True,True,3.00796812749004,1.9040573827782683,0.416698068977934,0.6257308712054849,0.5619493978702701
history_feedback,1.0,16,7,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.963948332369385,0.8339444757004912,-0.1300038566688938,0.8163672654690619,False,False,1.0,0.0066233444770286,1.0,1.0,True,True,2.9362549800796813,2.079093504277042,0.395048073906151,0.6528619289460289,0.5703524320410608
history_feedback,1.0,17,0,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.5776984936006343,0.8317843119294067,0.2540858183287724,0.06187624750499,False,True,1.0,0.0106508002421765,1.0,1.0,True,True,3.0358565737051797,1.9235148882308215,0.449730217667349,0.6135706609318732,0.5826143451509782
history_feedback,1.0,17,1,tinnov,0.2,4.0,4.964583905619269,6.206923406679964,,0.7415917602996255,0.7614026224123058,0.0198108621126803,0.437125748502994,False,True,1.0,0.0081568830855047,1.0,1.0,True,True,2.952191235059761,1.9407829927077715,0.5136699914997171,0.5807557148733622,0.6023001804937409
history_feedback,1.0,17,2,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,0.7466695944956815,0.7747253395646753,0.0280557450689937,0.4271457085828343,False,True,1.0,0.0070167329047704,1.0,1.0,True,True,3.0199203187251,1.919599475162805,0.5670594964054567,0.6031107563573918,0.6378793545818802
history_feedback,1.0,17,3,periodic,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.3588803209830105,0.7510381291361895,0.392157808153179,0.0039920159680638,True,True,1.0,0.0077995254144137,1.0,1.0,True,True,2.956175298804781,1.892023441276048,0.4762538438022622,0.6170283599766663,0.600874189521818
history_feedback,1.0,17,4,tinnov,0.8,4.0,4.964583905619269,6.206923406679964,,0.8670739183744964,0.8523910018987887,-0.0146829164757077,0.530938123752495,False,False,1.0,0.0089837830309304,1.0,1.0,True,True,3.0756972111553784,1.9995634513483984,0.441023567248536,0.6468644908538057,0.6133280903034789
history_feedback,1.0,17,5,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.7021867612293144,0.7946112779549723,0.0924245167256578,0.2415169660678642,False,True,1.0,0.0058061990420242,1.0,1.0,True,True,2.99601593625498,1.9789691226976376,0.4709463756446163,0.6337614379656004,0.5973477111066456
history_feedback,1.0,17,6,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.8119226327944573,0.7894919596078563,-0.0224306731866009,0.5728542914171657,False,False,1.0,0.0076090340681545,1.0,1.0,True,True,2.852589641434263,1.9490991041149304,0.4754133107248836,0.6358078280094828,0.6251623173590374
history_feedback,1.0,17,7,gaussian,0.5,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.9354723482938307,0.8349089805381023,-0.1005633677557286,0.7445109780439122,False,False,1.0,0.0054260626884674,1.0,1.0,True,True,2.8326693227091635,1.847763924351431,0.4567470034369262,0.6057656496985976,0.6104260374953177
history_feedback,1.0,18,0,gaussian,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.6141441954677808,0.77250182428985,0.1583576288220692,0.1816367265469061,False,True,1.0,0.006764450713569,1.0,1.0,True,True,3.0199203187251,2.077099953482852,0.4948109202413043,0.6414331232411562,0.5991121393099362
history_feedback,1.0,18,1,periodic,0.2,4.0,4.964583905619269,6.206923406679964,2.775557561562892e-17,0.8319963049397122,0.7766405356727276,-0.0553557692669846,0.6127744510978044,False,False,1.0,0.0058867970114452,1.0,1.0,True,True,2.98804780876494,1.9668205412642563,0.5400082832728831,0.5847590579053626,0.5806758125265463
history_feedback,1.0,18,2,tinnov,0.5,4.0,4.964583905619269,6.206923406679964,,0.9429761904761904,0.8677450138138814,-0.0752311766623091,0.7045908183632734,False,False,1.0,0.0078882290740279,1.0,1.0,True,True,3.00796812749004,1.9617701411311024,0.4640048665865393,0.6222000303678008,0.5743388075030016
history_feedback,1.0,18,3,periodic,0.8,4.0,4.964583905619269,6.206923406679964,1.3877787807814457e-17,0.4887996180036539,0.8378042768138324,0.3490046588101785,0.0119760479041916,True,True,1.0,0.0071133148734954,1.0,1.0,True,True,2.9322709163346614,2.049048565120376,0.5037974766808254,0.6453803478454578,0.6191617671386236
