mechanism,kappa,cohort_replicate,n_units,positive_units,sign_gate_6of8,aggregate_stat_mean_delta,aggregate_p,aggregate_reject_005,full_gate_pass,mean_delta_theta,median_delta_theta,mean_theta_obs,mean_theta_null_center,unit_native_reject_fraction,unit_positive_fraction,native_null_valid_fraction_min,native_spectral_error_median,native_count_exact_fraction_min,native_group_count_exact_fraction_min,injection_multiset_exact_all,injection_event_count_exact_all
history_feedback,0.5,47,8,7,True,0.1252831938302936,0.0399201596806387,True,True,0.1252831938302936,0.1107168424075977,0.7599891247804029,0.8852723186106966,0.125,0.875,1.0,0.005715225257899,1.0,1.0,True,True
history_feedback,0.5,48,8,4,False,0.02574529292398,0.4471057884231537,False,False,0.02574529292398,0.0283652126253085,0.8338897014629013,0.8596349943868814,0.0,0.5,1.0,0.0061032062834697,1.0,1.0,True,True
history_feedback,0.5,49,8,2,False,-0.0440843335039289,0.9540918163672656,False,False,-0.0440843335039289,-0.0591485922200654,0.9381985241083342,0.8941141906044053,0.0,0.25,1.0,0.0061678418048488,1.0,1.0,True,True
history_feedback,0.5,50,8,6,True,0.0926432487520896,0.0998003992015968,False,False,0.0926432487520896,0.1138975102130059,0.7720878384640358,0.8647310872161256,0.125,0.75,1.0,0.0069552944643175,1.0,1.0,True,True
history_feedback,0.5,51,8,6,True,0.042641080595118,0.3013972055888224,False,False,0.042641080595118,0.0658414918544271,0.8045570140251048,0.8471980946202229,0.0,0.75,1.0,0.0061953113912404,1.0,1.0,True,True
history_feedback,0.5,52,8,6,True,0.1126005296239808,0.0339321357285429,True,True,0.1126005296239808,0.10723908490278,0.7264858480319806,0.8390863776559614,0.25,0.75,1.0,0.0065011359225739,1.0,1.0,True,True
history_feedback,0.5,53,8,6,True,0.0635308771893384,0.2055888223552894,False,False,0.0635308771893384,0.1121869410771063,0.7997767326225946,0.8633076098119331,0.0,0.75,1.0,0.0069563641776357,1.0,1.0,True,True
history_feedback,0.5,54,8,6,True,0.1317559610075728,0.0099800399201596,True,True,0.1317559610075728,0.1201998556827895,0.7387279009187575,0.8704838619263304,0.125,0.75,1.0,0.0060930862217945,1.0,1.0,True,True
history_feedback,0.5,55,8,7,True,0.0930360848871698,0.1117764471057884,False,False,0.0930360848871698,0.1201742444397187,0.7788260818005066,0.8718621666876765,0.0,0.875,1.0,0.0057469726462447,1.0,1.0,True,True
history_feedback,0.5,56,8,4,False,0.0464080346063905,0.3572854291417165,False,False,0.0464080346063905,0.0389171741875944,0.8486051047221839,0.8950131393285744,0.0,0.5,1.0,0.0067220385456986,1.0,1.0,True,True
history_feedback,0.5,57,8,4,False,-0.0027918553121596,0.7624750499001997,False,False,-0.0027918553121596,-0.0033521609153027,0.9061647194398968,0.903372864127737,0.0,0.5,1.0,0.0059371455435602,1.0,1.0,True,True
history_feedback,0.5,58,8,7,True,0.0789663534140853,0.1117764471057884,False,False,0.0789663534140853,0.0710539191540559,0.7818459356212424,0.8608122890353277,0.0,0.875,1.0,0.0061324055407949,1.0,1.0,True,True
history_feedback,0.5,59,8,7,True,0.1308482742475076,0.0259481037924151,True,True,0.1308482742475076,0.1264120471339804,0.7649187621725695,0.8957670364200772,0.125,0.875,1.0,0.0063370242313676,1.0,1.0,True,True
history_feedback,0.5,60,8,5,False,0.0539285944254027,0.2694610778443114,False,False,0.0539285944254027,0.053184928639428,0.7901995483572029,0.8441281427826056,0.125,0.625,1.0,0.0061034335921898,1.0,1.0,True,True
history_feedback,0.5,61,8,3,False,0.0197500987548377,0.5229540918163673,False,False,0.0197500987548377,-0.0090392988616644,0.8443591686953413,0.8641092674501791,0.125,0.375,1.0,0.0062685127428603,1.0,1.0,True,True
history_feedback,0.5,62,8,6,True,0.0921502845049902,0.1057884231536926,False,False,0.0921502845049902,0.0716413080577799,0.7972898534788271,0.8894401379838174,0.125,0.75,1.0,0.0067217335772829,1.0,1.0,True,True
history_feedback,0.5,63,8,1,False,-0.0621655031415789,0.9640718562874252,False,False,-0.0621655031415789,-0.0882828913425347,0.9347128198271704,0.8725473166855915,0.0,0.125,1.0,0.0061378770766748,1.0,1.0,True,True
history_feedback,0.5,64,8,7,True,0.1223798165637236,0.0379241516966067,True,True,0.1223798165637236,0.1588230903923695,0.7264389845557533,0.8488188011194768,0.0,0.875,1.0,0.0059322610301255,1.0,1.0,True,True
history_feedback,0.5,65,8,7,True,0.1489589884246803,0.0079840319361277,True,True,0.1489589884246803,0.1260165332418772,0.7075905719351544,0.8565495603598348,0.25,0.875,1.0,0.0068827816428103,1.0,1.0,True,True
history_feedback,0.5,66,8,6,True,0.1009480520836162,0.0698602794411177,False,False,0.1009480520836162,0.1116816846699866,0.7564018206674468,0.857349872751063,0.0,0.75,1.0,0.006515080813814,1.0,1.0,True,True
history_feedback,0.5,67,8,6,True,0.1180976891138791,0.0219560878243512,True,True,0.1180976891138791,0.0897014702152184,0.7199147455433219,0.8380124346572011,0.125,0.75,1.0,0.0059782725613342,1.0,1.0,True,True
history_feedback,0.5,68,8,5,False,-0.0055682229322307,0.7245508982035929,False,False,-0.0055682229322307,0.0127043384487561,0.8829786023907196,0.8774103794584889,0.0,0.625,1.0,0.0059382279996126,1.0,1.0,True,True
history_feedback,0.5,69,8,4,False,0.1250238593904408,0.0259481037924151,True,False,0.1250238593904408,0.065677972528603,0.767958142825511,0.8929820022159518,0.25,0.5,1.0,0.0063595354895834,1.0,1.0,True,True
history_feedback,0.5,70,8,3,False,0.0448485061959713,0.3812375249500998,False,False,0.0448485061959713,-0.0063735150848091,0.8453577243443453,0.8902062305403167,0.125,0.375,1.0,0.0061291686476412,1.0,1.0,True,True
history_feedback,0.5,71,8,6,True,0.0650931937089469,0.1876247504990019,False,False,0.0650931937089469,0.0685655356420394,0.8026142009209303,0.8677073946298772,0.0,0.75,1.0,0.0067034004887239,1.0,1.0,True,True
history_feedback,0.5,72,8,6,True,0.1090344924819477,0.0379241516966067,True,True,0.1090344924819477,0.1443397188326019,0.7651183084537667,0.8741528009357146,0.0,0.75,1.0,0.0061611021523828,1.0,1.0,True,True
history_feedback,0.5,73,8,4,False,0.0459333518695087,0.3852295409181637,False,False,0.0459333518695087,0.008678067669839,0.8417873866370998,0.8877207385066087,0.125,0.5,1.0,0.0063104062206333,1.0,1.0,True,True
history_feedback,0.5,74,8,5,False,0.0960593590682841,0.0678642714570858,False,False,0.0960593590682841,0.0596791363970027,0.7690329283998625,0.8650922874681466,0.125,0.625,1.0,0.0062478383597791,1.0,1.0,True,True
history_feedback,0.5,75,8,6,True,0.1513121669220037,0.0159680638722554,True,True,0.1513121669220037,0.1238577671377915,0.7511859162135015,0.9024980831355052,0.375,0.75,1.0,0.0062841953270504,1.0,1.0,True,True
history_feedback,0.5,76,8,6,True,0.0928017894111852,0.0698602794411177,False,False,0.0928017894111852,0.0736157429157133,0.7865482054524824,0.8793499948636676,0.25,0.75,1.0,0.0057368950861628,1.0,1.0,True,True
history_feedback,0.5,77,8,6,True,0.1083674058169738,0.0479041916167664,True,True,0.1083674058169738,0.1253589707732217,0.7227260567549146,0.8310934625718884,0.0,0.75,1.0,0.0059409180901951,1.0,1.0,True,True
history_feedback,0.5,78,8,7,True,0.0944057386004782,0.0978043912175648,False,False,0.0944057386004782,0.1131113587655693,0.7319705510403687,0.8263762896408471,0.0,0.875,1.0,0.0065315816575589,1.0,1.0,True,True
history_feedback,0.5,79,8,4,False,0.0540246176034913,0.2834331337325349,False,False,0.0540246176034913,-0.0101970382786366,0.8198818620921235,0.8739064796956149,0.0,0.5,1.0,0.0061816593859805,1.0,1.0,True,True
history_feedback,0.5,80,8,5,False,0.069979519663024,0.2115768463073852,False,False,0.069979519663024,0.0168915422381765,0.8318430611906344,0.9018225808536586,0.125,0.625,1.0,0.006179635636309,1.0,1.0,True,True
history_feedback,0.5,81,8,3,False,0.0231363331893167,0.5209580838323353,False,False,0.0231363331893167,-0.0049730670430361,0.8534245585483573,0.8765608917376742,0.0,0.375,1.0,0.0064380111397721,1.0,1.0,True,True
history_feedback,0.5,82,8,6,True,0.098126031426371,0.0658682634730539,False,False,0.098126031426371,0.0951349260157682,0.7506110966638497,0.8487371280902207,0.125,0.75,1.0,0.0061192905182016,1.0,1.0,True,True
history_feedback,0.5,83,8,6,True,0.0982473132679463,0.0558882235528942,False,False,0.0982473132679463,0.0913922199790268,0.7730180643893789,0.8712653776573254,0.0,0.75,1.0,0.0060849347033267,1.0,1.0,True,True
history_feedback,0.5,84,8,4,False,0.0249652091785741,0.4431137724550898,False,False,0.0249652091785741,0.0271264055691853,0.8167643413534078,0.841729550531982,0.0,0.5,1.0,0.0063919686410069,1.0,1.0,True,True
history_feedback,0.5,85,8,5,False,0.1030859760219377,0.0738522954091816,False,False,0.1030859760219377,0.1307375139362086,0.784939015598258,0.8880249916201958,0.25,0.625,1.0,0.0057035756626402,1.0,1.0,True,True
history_feedback,0.5,86,8,4,False,0.0096367514695048,0.6167664670658682,False,False,0.0096367514695048,0.0152233468248486,0.8453770858253485,0.8550138372948535,0.125,0.5,1.0,0.0060823218604811,1.0,1.0,True,True
history_feedback,0.5,87,8,8,True,0.1268699592740723,0.0279441117764471,True,True,0.1268699592740723,0.1097782739104152,0.727466607112754,0.8543365663868263,0.0,1.0,1.0,0.0062910640532658,1.0,1.0,True,True
history_feedback,0.5,88,8,6,True,0.1051988971998639,0.0439121756487025,True,True,0.1051988971998639,0.1232605315977663,0.7417570997300963,0.8469559969299603,0.125,0.75,1.0,0.0060076423099869,1.0,1.0,True,True
history_feedback,0.5,89,8,3,False,0.0063713492618349,0.6147704590818364,False,False,0.0063713492618349,-0.0250558067662135,0.860338277602686,0.8667096268645209,0.0,0.375,1.0,0.0059017757782353,1.0,1.0,True,True
history_feedback,0.5,90,8,5,False,0.0655967552115265,0.1956087824351297,False,False,0.0655967552115265,0.0928918452311974,0.8060842796041703,0.8716810348156968,0.125,0.625,1.0,0.0059604782526665,1.0,1.0,True,True
history_feedback,0.5,91,8,5,False,0.0396866090919568,0.4151696606786427,False,False,0.0396866090919568,0.0099958100741943,0.8492824039310656,0.8889690130230223,0.0,0.625,1.0,0.0065188491804132,1.0,1.0,True,True
history_feedback,0.5,92,8,6,True,0.1499061606458406,0.0079840319361277,True,True,0.1499061606458406,0.212107647851597,0.7062042662743442,0.8561104269201848,0.25,0.75,1.0,0.0062296969187929,1.0,1.0,True,True
history_feedback,0.5,93,8,7,True,0.10316089052609,0.0938123752495009,False,False,0.10316089052609,0.090089571953298,0.8155618250454928,0.9187227155715828,0.125,0.875,1.0,0.0060827677299606,1.0,1.0,True,True
history_feedback,0.5,94,8,5,False,0.0206923207930856,0.5748502994011976,False,False,0.0206923207930856,0.0269862571978211,0.8614467471311384,0.882139067924224,0.0,0.625,1.0,0.0062560999491849,1.0,1.0,True,True
history_feedback,0.5,95,8,4,False,0.0060126960775914,0.5888223552894212,False,False,0.0060126960775914,-0.0013997104525945,0.8302423411044806,0.8362550371820721,0.0,0.5,1.0,0.0058790353850082,1.0,1.0,True,True
history_feedback,0.5,96,8,4,False,0.0264900115480851,0.5668662674650699,False,False,0.0264900115480851,-0.0026916445877948,0.8663824383402443,0.8928724498883294,0.0,0.5,1.0,0.0063413097636104,1.0,1.0,True,True
history_feedback,0.5,97,8,4,False,0.0324448700032528,0.4510978043912175,False,False,0.0324448700032528,-0.0170709738392729,0.8491835430965279,0.8816284130997808,0.0,0.5,1.0,0.006009798419292,1.0,1.0,True,True
history_feedback,0.5,98,8,4,False,0.0421398292246898,0.3872255489021956,False,False,0.0421398292246898,0.0013188585507296,0.8493642122767261,0.891504041501416,0.0,0.5,1.0,0.0057686288167177,1.0,1.0,True,True
history_feedback,0.5,99,8,4,False,0.019116448695396,0.5868263473053892,False,False,0.019116448695396,0.030439132315463,0.861842168997957,0.880958617693353,0.0,0.5,1.0,0.0058966722016705,1.0,1.0,True,True
history_feedback,0.5,100,8,3,False,0.0143472704119225,0.5688622754491018,False,False,0.0143472704119225,-0.0153060357282662,0.8476595724813522,0.8620068428932748,0.125,0.375,1.0,0.0061564169260926,1.0,1.0,True,True
history_feedback,0.5,101,8,7,True,0.1172989731588736,0.0339321357285429,True,True,0.1172989731588736,0.1032405191002466,0.7674193703013846,0.8847183434602582,0.125,0.875,1.0,0.0061930079499944,1.0,1.0,True,True
history_feedback,0.5,102,8,4,False,0.0799875190857938,0.1277445109780439,False,False,0.0799875190857938,0.0610089960055815,0.7665483222233999,0.8465358413091937,0.125,0.5,1.0,0.0064308242464705,1.0,1.0,True,True
history_feedback,0.5,103,8,7,True,0.0731106729265652,0.1876247504990019,False,False,0.0731106729265652,0.0534481721305588,0.819721477615782,0.8928321505423473,0.125,0.875,1.0,0.0061411740556259,1.0,1.0,True,True
history_feedback,0.5,104,8,3,False,-0.0379089823090945,0.8782435129740519,False,False,-0.0379089823090945,-0.0363253859605872,0.8771866809657214,0.8392776986566268,0.0,0.375,1.0,0.0062334143806537,1.0,1.0,True,True
history_feedback,0.5,105,8,6,True,0.1272830295347686,0.0339321357285429,True,True,0.1272830295347686,0.1628671527490141,0.7565805534074053,0.8838635829421739,0.125,0.75,1.0,0.0059787821332448,1.0,1.0,True,True
history_feedback,0.5,106,8,7,True,0.1381138972233871,0.0179640718562874,True,True,0.1381138972233871,0.1363807179647804,0.7271467968705627,0.8652606940939498,0.125,0.875,1.0,0.0063370434909494,1.0,1.0,True,True
history_feedback,0.5,107,8,5,False,0.065281981994287,0.1736526946107784,False,False,0.065281981994287,0.1138427062260926,0.7866544285949818,0.8519364105892688,0.0,0.625,1.0,0.006353102749237,1.0,1.0,True,True
history_feedback,0.5,108,8,7,True,0.1624538059460504,0.0059880239520958,True,True,0.1624538059460504,0.177541353082096,0.6992911121089138,0.8617449180549643,0.25,0.875,1.0,0.006863417134346,1.0,1.0,True,True
history_feedback,0.5,109,8,4,False,0.0269083647343688,0.5289421157684631,False,False,0.0269083647343688,0.0218802977598895,0.8716923029549877,0.8986006676893565,0.0,0.5,1.0,0.006510818281995,1.0,1.0,True,True
history_feedback,0.5,110,8,5,False,0.0548748272319621,0.2455089820359281,False,False,0.0548748272319621,0.0757766120348427,0.8522516324178796,0.9071264596498416,0.125,0.625,1.0,0.0063390345115446,1.0,1.0,True,True
history_feedback,0.5,111,8,3,False,-0.0249581828165508,0.8263473053892215,False,False,-0.0249581828165508,-0.0997179965203136,0.8939154770807067,0.8689572942641559,0.0,0.375,1.0,0.0060612974254521,1.0,1.0,True,True
history_feedback,0.5,112,8,6,True,0.0792390513148959,0.1417165668662674,False,False,0.0792390513148959,0.0719933016200564,0.788444383376069,0.8676834346909649,0.125,0.75,1.0,0.0064858496447054,1.0,1.0,True,True
history_feedback,0.5,113,8,4,False,0.0555799200672078,0.3493013972055888,False,False,0.0555799200672078,-0.0001645352256292,0.847068011874303,0.9026479319415108,0.0,0.5,1.0,0.0060421037011089,1.0,1.0,True,True
history_feedback,0.5,114,8,5,False,0.0492108631695723,0.2834331337325349,False,False,0.0492108631695723,0.0341051229358027,0.8106406048322343,0.8598514680018066,0.0,0.625,1.0,0.0066893455713699,1.0,1.0,True,True
history_feedback,0.5,115,8,5,False,0.123663464281351,0.0399201596806387,True,False,0.123663464281351,0.1621617661644214,0.7319970055082352,0.8556604697895862,0.0,0.625,1.0,0.005931507994349,1.0,1.0,True,True
history_feedback,0.5,116,8,6,True,0.0906901833682052,0.0698602794411177,False,False,0.0906901833682052,0.0888992183550764,0.7830273969638083,0.8737175803320135,0.125,0.75,1.0,0.0063941244912252,1.0,1.0,True,True
history_feedback,0.5,117,8,7,True,0.088600168437396,0.1277445109780439,False,False,0.088600168437396,0.0625915784297865,0.8425451671927431,0.9311453356301392,0.0,0.875,1.0,0.0067907799984982,1.0,1.0,True,True
history_feedback,0.5,118,8,4,False,0.0226563518041803,0.592814371257485,False,False,0.0226563518041803,0.0333489718589271,0.8916640538930101,0.9143204056971904,0.0,0.5,1.0,0.0058690201575822,1.0,1.0,True,True
history_feedback,0.5,119,8,5,False,0.074633319349418,0.1736526946107784,False,False,0.074633319349418,0.0971198381869522,0.777851640268304,0.852484959617722,0.125,0.625,1.0,0.0058677382154901,1.0,1.0,True,True
history_feedback,0.5,120,8,4,False,0.0275746904836145,0.5269461077844312,False,False,0.0275746904836145,0.0016587707820397,0.877856911306687,0.9054316017903016,0.0,0.5,1.0,0.0064769960081485,1.0,1.0,True,True
history_feedback,0.5,121,8,4,False,0.0125509536682418,0.6307385229540918,False,False,0.0125509536682418,0.0250531620165105,0.8843345412938585,0.8968854949621003,0.0,0.5,1.0,0.0064032186610282,1.0,1.0,True,True
history_feedback,0.5,122,8,7,True,0.2083204052370262,0.0019960079840319,True,True,0.2083204052370262,0.2190962312462531,0.6463907434085152,0.8547111486455415,0.375,0.875,1.0,0.0062279158075179,1.0,1.0,True,True
history_feedback,0.5,123,8,3,False,-0.018127899429094,0.8343313373253493,False,False,-0.018127899429094,-0.0434688680520345,0.8877733241958088,0.8696454247667147,0.0,0.375,1.0,0.0059365743173961,1.0,1.0,True,True
history_feedback,0.5,124,8,4,False,0.0405306438363879,0.405189620758483,False,False,0.0405306438363879,0.0260083378214285,0.838123134294487,0.878653778130875,0.125,0.5,1.0,0.0061815705016595,1.0,1.0,True,True
history_feedback,0.5,125,8,3,False,0.0088620534248153,0.7764471057884231,False,False,0.0088620534248153,-0.0052691521508435,0.92336134690403,0.9322234003288454,0.0,0.375,1.0,0.0064789019459058,1.0,1.0,True,True
history_feedback,0.5,126,8,3,False,-0.0027268040266134,0.6826347305389222,False,False,-0.0027268040266134,-0.0474452926404565,0.8660794236552225,0.863352619628609,0.25,0.375,1.0,0.006198038338192,1.0,1.0,True,True
history_feedback,0.5,127,8,2,False,0.0022868127559391,0.7085828343313373,False,False,0.0022868127559391,-0.0636861682683219,0.8765729038236746,0.8788597165796138,0.125,0.25,1.0,0.0059349089558624,1.0,1.0,True,True
history_feedback,0.5,128,8,3,False,-0.0439408641479419,0.9141716566866268,False,False,-0.0439408641479419,-0.096683442636654,0.9039081691439544,0.8599673049960123,0.0,0.375,1.0,0.0068100433685268,1.0,1.0,True,True
history_feedback,0.5,129,8,5,False,0.0106622367198501,0.6427145708582834,False,False,0.0106622367198501,0.014671280433686,0.8767429077440401,0.8874051444638903,0.0,0.625,1.0,0.0066021020184745,1.0,1.0,True,True
history_feedback,0.5,130,8,7,True,0.1477710131635787,0.0159680638722554,True,True,0.1477710131635787,0.1445955632608044,0.762277444705173,0.9100484578687518,0.25,0.875,1.0,0.0064689016337567,1.0,1.0,True,True
history_feedback,0.5,131,8,6,True,0.1345962521769422,0.0199600798403193,True,True,0.1345962521769422,0.096846329517623,0.7441250028596726,0.878721255036615,0.125,0.75,1.0,0.0067760787587681,1.0,1.0,True,True
history_feedback,0.5,132,8,6,True,0.0690298722682229,0.1976047904191616,False,False,0.0690298722682229,0.0784319247860122,0.8132650403764075,0.8822949126446303,0.0,0.75,1.0,0.0062182372777563,1.0,1.0,True,True
history_feedback,0.5,133,8,6,True,0.1154625244310129,0.0359281437125748,True,True,0.1154625244310129,0.1262532885404074,0.7229267320465689,0.8383892564775819,0.0,0.75,1.0,0.0059905617107688,1.0,1.0,True,True
history_feedback,0.5,134,8,3,False,-0.0222802748061006,0.7445109780439122,False,False,-0.0222802748061006,-0.0144834820598919,0.8639800442063936,0.841699769400293,0.0,0.375,1.0,0.0062985224494194,1.0,1.0,True,True
history_feedback,0.5,135,8,4,False,0.0185340101907711,0.5568862275449101,False,False,0.0185340101907711,0.0064977073961025,0.8607214585606369,0.879255468751408,0.0,0.5,1.0,0.006024313912913,1.0,1.0,True,True
history_feedback,0.5,136,8,3,False,-0.027040430501109,0.872255489021956,False,False,-0.027040430501109,-0.0591507474068869,0.9186476179380718,0.8916071874369627,0.0,0.375,1.0,0.0068240941512719,1.0,1.0,True,True
history_feedback,0.5,137,8,7,True,0.0990749293516127,0.0718562874251497,False,False,0.0990749293516127,0.0714006004928204,0.7681032495940758,0.8671781789456885,0.0,0.875,1.0,0.0068240003388662,1.0,1.0,True,True
history_feedback,0.5,138,8,6,True,0.1080953729817688,0.0818363273453093,False,False,0.1080953729817688,0.1250717355051214,0.8031683612250106,0.9112637342067794,0.0,0.75,1.0,0.0057409536351634,1.0,1.0,True,True
history_feedback,0.5,139,8,3,False,-0.0413006081592716,0.9181636726546906,False,False,-0.0413006081592716,-0.0433019322096727,0.9167695316953552,0.8754689235360836,0.0,0.375,1.0,0.0056932695912739,1.0,1.0,True,True
history_feedback,0.5,140,8,4,False,0.0272982372895717,0.4091816367265469,False,False,0.0272982372895717,0.0186862115147523,0.8355718584937162,0.862870095783288,0.125,0.5,1.0,0.0064338330314604,1.0,1.0,True,True
history_feedback,0.5,141,8,4,False,0.0247802698461272,0.4750499001996008,False,False,0.0247802698461272,0.0066295748575788,0.8382871072428146,0.8630673770889419,0.125,0.5,1.0,0.0060251016411043,1.0,1.0,True,True
history_feedback,0.5,142,8,1,False,-0.0368441595851054,0.8802395209580839,False,False,-0.0368441595851054,-0.0866155467007839,0.914411241766742,0.8775670821816366,0.125,0.125,1.0,0.0061826806657972,1.0,1.0,True,True
history_feedback,0.5,143,8,4,False,0.0501890671446161,0.313373253493014,False,False,0.0501890671446161,-0.0029790324363065,0.8422457385564677,0.8924348057010838,0.0,0.5,1.0,0.0057030096788899,1.0,1.0,True,True
history_feedback,0.5,144,8,7,True,0.1280296363473677,0.0159680638722554,True,True,0.1280296363473677,0.0993302826072772,0.742808733904884,0.8708383702522517,0.125,0.875,1.0,0.0065208816445152,1.0,1.0,True,True
history_feedback,0.5,145,8,6,True,0.1228072428259211,0.0239520958083832,True,True,0.1228072428259211,0.1355242130216565,0.7522980578235042,0.8751053006494254,0.125,0.75,1.0,0.0063266903000304,1.0,1.0,True,True
history_feedback,0.5,146,8,6,True,0.0803013376830314,0.1137724550898203,False,False,0.0803013376830314,0.0423418973973235,0.7628408135298088,0.8431421512128403,0.25,0.75,1.0,0.0066207941611062,1.0,1.0,True,True
history_feedback,0.5,147,8,5,False,0.0847177798957726,0.1117764471057884,False,False,0.0847177798957726,0.0118401041075338,0.7650209160859218,0.8497386959816944,0.125,0.625,1.0,0.0062894716168917,1.0,1.0,True,True
history_feedback,0.5,148,8,4,False,0.0599390024001564,0.2115768463073852,False,False,0.0599390024001564,-0.0072027311590532,0.8084153560636278,0.8683543584637843,0.25,0.5,1.0,0.0058939012561282,1.0,1.0,True,True
history_feedback,0.5,149,8,4,False,0.050798473372939,0.2934131736526946,False,False,0.050798473372939,0.0028133760204014,0.825302712890664,0.876101186263603,0.125,0.5,1.0,0.0068135229573654,1.0,1.0,True,True
history_feedback,0.75,0,8,7,True,0.1329819954529351,0.0159680638722554,True,True,0.1329819954529351,0.1630852428873042,0.7554897181659411,0.8884717136188763,0.0,0.875,1.0,0.0069642532531152,1.0,1.0,True,True
history_feedback,0.75,1,8,4,False,0.0427467567730615,0.3972055888223553,False,False,0.0427467567730615,-0.0007947182727628,0.8697364166913486,0.9124831734644102,0.0,0.5,1.0,0.0068906280427732,1.0,1.0,True,True
history_feedback,0.75,2,8,5,False,0.1047764845388713,0.0558882235528942,False,False,0.1047764845388713,0.099648851319279,0.7630200109481662,0.8677964954870376,0.25,0.625,1.0,0.0061745265947808,1.0,1.0,True,True
history_feedback,0.75,3,8,5,False,0.0554162769634071,0.2135728542914171,False,False,0.0554162769634071,0.0629304774758083,0.7919181377596176,0.8473344147230247,0.0,0.625,1.0,0.0068993132267636,1.0,1.0,True,True
history_feedback,0.75,4,8,4,False,0.0564558196292443,0.2215568862275449,False,False,0.0564558196292443,0.0074601983871103,0.784308917636187,0.8407647372654314,0.125,0.5,1.0,0.0070853678990219,1.0,1.0,True,True
history_feedback,0.75,5,8,5,False,0.0143399273470369,0.5768463073852296,False,False,0.0143399273470369,0.0161783631147277,0.8459667731643736,0.8603067005114106,0.0,0.625,1.0,0.0062515022687666,1.0,1.0,True,True
history_feedback,0.75,6,8,5,False,0.0797940827328025,0.1057884231536926,False,False,0.0797940827328025,0.1163727031875609,0.7579779630693342,0.8377720458021367,0.125,0.625,1.0,0.0067357380284997,1.0,1.0,True,True
history_feedback,0.75,7,8,4,False,0.0943720004829265,0.0558882235528942,False,False,0.0943720004829265,0.0702649048270068,0.7009483508898715,0.795320351372798,0.25,0.5,1.0,0.0064567743414134,1.0,1.0,True,True
history_feedback,0.75,8,8,4,False,-0.0110608125775611,0.6906187624750499,False,False,-0.0110608125775611,-0.0003532489615634,0.8319660975918097,0.8209052850142485,0.125,0.5,1.0,0.0071494356068967,1.0,1.0,True,True
history_feedback,0.75,9,8,8,True,0.2182599925659571,0.0019960079840319,True,True,0.2182599925659571,0.2327375602103855,0.5682025405821924,0.7864625331481496,0.375,1.0,1.0,0.0071831345538495,1.0,1.0,True,True
history_feedback,0.75,10,8,7,True,0.1507830387428319,0.0159680638722554,True,True,0.1507830387428319,0.0954687507699119,0.7361828334654298,0.8869658722082617,0.125,0.875,1.0,0.0064608651066969,1.0,1.0,True,True
history_feedback,0.75,11,8,6,True,0.0447467309262151,0.281437125748503,False,False,0.0447467309262151,0.0554900654174667,0.7997276858688736,0.8444744167950886,0.0,0.75,1.0,0.0071491613563271,1.0,1.0,True,True
history_feedback,0.75,12,8,6,True,0.0727985261789632,0.0978043912175648,False,False,0.0727985261789632,0.0377382052222617,0.7201567334355531,0.7929552596145163,0.0,0.75,1.0,0.0072289734876013,1.0,1.0,True,True
history_feedback,0.75,13,8,6,True,0.0707196732376837,0.1297405189620758,False,False,0.0707196732376837,0.0618561543610766,0.7814083314879219,0.8521280047256056,0.0,0.75,1.0,0.0074357625642498,1.0,1.0,True,True
history_feedback,0.75,14,8,6,True,0.0968260144165282,0.0459081836327345,True,True,0.0968260144165282,0.1002263909455036,0.7198174248737497,0.8166434392902779,0.125,0.75,1.0,0.006634437016432,1.0,1.0,True,True
history_feedback,0.75,15,8,8,True,0.2621590764210631,0.0019960079840319,True,True,0.2621590764210631,0.2475945333083922,0.5488947814099754,0.8110538578310384,0.625,1.0,1.0,0.0069340635687934,1.0,1.0,True,True
history_feedback,0.75,16,8,4,False,0.0067281523272179,0.5429141716566867,False,False,0.0067281523272179,0.0009385070711694,0.8018556462982163,0.8085837986254342,0.0,0.5,1.0,0.0073058809087322,1.0,1.0,True,True
history_feedback,0.75,17,8,7,True,0.1454032450728566,0.0039920159680638,True,True,0.1454032450728566,0.1308726315680985,0.6901252216544089,0.8355284667272656,0.125,0.875,1.0,0.0068992779480535,1.0,1.0,True,True
history_feedback,0.75,18,8,6,True,0.1308694216291262,0.0139720558882235,True,True,0.1308694216291262,0.1671828732954573,0.7024251841962272,0.8332946058253534,0.0,0.75,1.0,0.0067645776371418,1.0,1.0,True,True
history_feedback,0.75,19,8,5,False,0.0509264175625166,0.2355289421157684,False,False,0.0509264175625166,0.0947032122636233,0.7721190833493174,0.8230455009118341,0.0,0.625,1.0,0.0075814676005944,1.0,1.0,True,True
history_feedback,0.75,20,8,5,False,0.0347139576668591,0.3453093812375249,False,False,0.0347139576668591,0.0664050506542521,0.8006432532971954,0.8353572109640546,0.0,0.625,1.0,0.0070203519102093,1.0,1.0,True,True
history_feedback,0.75,21,8,5,False,0.0684096551927503,0.1596806387225549,False,False,0.0684096551927503,0.0564769039272894,0.845513179768393,0.9139228349611436,0.25,0.625,1.0,0.006916076233307,1.0,1.0,True,True
history_feedback,0.75,22,8,6,True,0.1303391398533191,0.0079840319361277,True,True,0.1303391398533191,0.1415125866361619,0.7119200539778903,0.8422591938312094,0.5,0.75,1.0,0.0064984950909375,1.0,1.0,True,True
