statistic,obs_stat,p_oracle,p_native,p_index,rej_oracle,rej_native,rej_index,null_mean_oracle,null_sd_oracle,null_mean_native,null_sd_native,null_mean_index,null_sd_index,wasserstein_native_oracle,wasserstein_index_oracle,wasserstein_native_oracle_scaled,wasserstein_index_oracle_scaled,phi,rep,condition,condition_type,lambda_value,tau,native_spectral_error_median,index_spectral_error_median
ntv,1.1141550479172981,0.244,0.26,0.52,False,False,False,1.1399775871665005,0.039631078606681434,1.13668722029982,0.03404012451076224,1.1139177450628068,0.019615357875426356,0.005886871247579882,0.028284547210958265,0.14854178726761702,0.713696124490282,0.2,0,soft_lam4_tau1_cubic,soft,4.0,1.0,0.00021239145500468392,0.00018857440582545205
ferro_segers,1.0,1.0,1.0,1.0,False,False,False,0.9705028731513548,0.06013021816415272,0.9379582754655666,0.09977904240764657,0.9415690158651508,0.09813903977656992,0.032544597685788115,0.02893385728620379,0.5412353169406914,0.4811866341016042,0.2,0,soft_lam4_tau1_cubic,soft,4.0,1.0,0.00021239145500468392,0.00018857440582545205
ntv,1.0916022592567058,0.128,0.048,0.132,False,True,False,1.1425631632173436,0.042746967509232944,1.1489770300929667,0.036052389542649804,1.1120778539360079,0.017601674268372468,0.007567452868608713,0.033620188373538445,0.1770289990038291,0.7864929451727026,0.2,0,soft_lam4_tau0.5_cubic,soft,4.0,0.5,0.00021239145500468392,0.00017767481135576264
ferro_segers,1.0,1.0,1.0,1.0,False,False,False,0.9697345512782874,0.06677311112270724,0.9491027958210665,0.08816773006999393,0.9435812274408345,0.09670685722590797,0.02063175545722084,0.026153323837452905,0.3089829889655192,0.39167448390103626,0.2,0,soft_lam4_tau0.5_cubic,soft,4.0,0.5,0.00021239145500468392,0.00017767481135576264
ntv,1.096545705296732,0.16,0.06,0.3,False,False,False,1.1427333339480823,0.04439454518742497,1.1508422751475698,0.03709927308467648,1.1069490462209146,0.01779380832816694,0.009145724672957234,0.03832909863458039,0.20601009953690927,0.8633740580686777,0.2,0,soft_lam4_tau0.25_cubic,soft,4.0,0.25,0.00021239145500468392,0.00021631711665792705
ferro_segers,0.8866674484052532,0.144,0.168,0.204,False,False,False,0.9630161420926638,0.0775237203808207,0.9551007674237818,0.08667550661671766,0.9464969703203925,0.09359299071510171,0.007936962212502452,0.016519171772271368,0.10238107992642274,0.21308538459098766,0.2,0,soft_lam4_tau0.25_cubic,soft,4.0,0.25,0.00021239145500468392,0.00021631711665792705
ntv,1.0931208647806856,0.156,0.092,0.276,False,False,False,1.1391490741305512,0.04447680212872708,1.1463437313949796,0.03953346098574088,1.104825792318112,0.018780072601656247,0.007873261464027947,0.03600271328369876,0.1770195042629356,0.8094717147041693,0.2,0,soft_lam4_tau0.1_cubic,soft,4.0,0.1,0.00021239145500468392,0.00025075315424418415
ferro_segers,0.7414187643020596,0.048,0.044,0.06,True,True,False,0.9606796787207185,0.07779957783966894,0.9609267063940317,0.0802734250822487,0.9555351641121785,0.08443630466202956,0.004095142037929261,0.005144514608539921,0.05263707274053104,0.06612522524404757,0.2,0,soft_lam4_tau0.1_cubic,soft,4.0,0.1,0.00021239145500468392,0.00025075315424418415
ntv,1.0802352614949537,0.252,0.2,0.088,False,False,False,1.111767230509762,0.04828073384348992,1.1168323558493167,0.04294417374593211,1.1091579182060085,0.020982163670711783,0.007183886298106656,0.02150095413673514,0.14879405771657128,0.44533196629599875,0.2,0,count_lam4_cubic,hard,4.0,0.0,0.00021239145500468392,0.0040611773776471505
ferro_segers,0.9025499843798813,0.276,0.24,0.272,False,False,False,0.9338057594013659,0.10977255648370739,0.9316660549829421,0.12646977409319377,0.9370330679006911,0.09760193326141382,0.010894229425668416,0.006289797653994789,0.09924365228102668,0.05729845286903134,0.2,0,count_lam4_cubic,hard,4.0,0.0,0.00021239145500468392,0.0040611773776471505
ntv,1.1615770905441303,0.844,0.824,0.88,False,False,False,1.1170159140842433,0.0407674699551015,1.1343211307791108,0.027660244277223408,1.1409375216599393,0.017903666350792886,0.018950954372133653,0.028123299670019055,0.4648548068596098,0.6898465786812901,0.2,1,mean_raw,mean_raw,,,0.0002181838979254009,0.00017159781212607028
ferro_segers,1.0,1.0,1.0,1.0,False,False,False,0.9563060520198693,0.08672794716557787,0.9756394657470824,0.06031959843488532,0.9731779116641701,0.06167004555488072,0.019333413727213027,0.016871859644300727,0.222920227666664,0.19453774931498818,0.2,1,mean_raw,mean_raw,,,0.0002181838979254009,0.00017159781212607028
ntv,1.1654808228097957,0.84,0.812,0.912,False,False,False,1.1234042589981001,0.04108138362715901,1.139599615111079,0.027776100436213633,1.1437516887790773,0.017479085487372426,0.018299144732994318,0.026430790115165814,0.44543642685142437,0.643376336956975,0.2,1,mean_cubic,mean_cubic,,,0.0002181838979254009,0.00019832286931897208
ferro_segers,1.0,1.0,1.0,1.0,False,False,False,0.9675927333648612,0.0715136309011367,0.9793596618609635,0.05426585477462851,0.9828724146370501,0.05630232633580754,0.011766928496102204,0.015813104186705465,0.1645410580868041,0.22112014153729842,0.2,1,mean_cubic,mean_cubic,,,0.0002181838979254009,0.00019832286931897208
ntv,1.1580765876884176,0.868,0.864,0.848,False,False,False,1.1053127279148887,0.051173406092274186,1.1145825966375655,0.037290572520207996,1.1343097344745183,0.023510079996039396,0.012972599325675174,0.033710330305794414,0.2535027530175227,0.6587470500792749,0.2,1,count_lam0_raw,hard_raw,0.0,0.0,0.0002181838979254009,0.017138082863582902
ntv,1.1125698194309235,0.588,0.504,0.6,False,False,False,1.1034363755002596,0.042701713396000575,1.112213409853107,0.04045862328362859,1.1086100201553595,0.024476388624498403,0.008800491051664546,0.014208695898025562,0.20609222328040816,0.3327429924476132,0.2,1,count_lam4_raw,hard_raw,4.0,0.0,0.0002181838979254009,0.02809182692539007
ntv,1.1697869637146578,0.852,0.84,0.868,False,False,False,1.1247421325284293,0.04130884078615061,1.140208340897767,0.027709842162516395,1.148742505104567,0.019201709783541614,0.017913247653133676,0.02828031421139625,0.43364198346469585,0.6846068220069161,0.2,1,soft_lam0_tau2_cubic,soft,0.0,2.0,0.0002181838979254009,0.00019885939639025077
