family,phi,replicate,scenario,p0_oracle_lambda0_indicator_identical,true_p_rmse_to_025,true_p_range,true_p_neff,theta_obs_raw,theta_obs_clipped,annual_null_raw_median,annual_null_clipped_median,native_null_raw_median,native_null_clipped_median,annual_raw_offset,annual_clipped_offset,native_raw_offset,native_clipped_offset,obs_raw_at_or_above_one,annual_null_ceiling_fraction,native_null_ceiling_fraction,annual_all_ceiling_free,native_all_ceiling_free,runlen_obs,annual_null_runlen_median,native_null_runlen_median,p_annual,p_native,annual_reject_005,native_reject_005,mechanistic_misattribution,native_only,annual_valid_fraction,native_valid_fraction,annual_spectral_error_median,native_spectral_error_median,native_count_exact_fraction,native_month_count_exact_fraction
gaussian,0.2,2,oracle_percentile,True,0.0,0.0,12.0,0.91875,0.91875,1.142115920020248,1.0,0.9939844302901628,0.9939844302901628,0.223365920020248,0.08125,0.0752344302901628,0.0752344302901628,False,0.7583892617449665,0.4966442953020134,False,False,1.0416666666666667,1.0869565217391304,1.1363636363636365,0.1133333333333333,0.3533333333333333,False,False,False,False,1.0,1.0,0.0007235244900519,0.0002239441875419,1.0,1.0
gaussian,0.2,2,estimated_percentile_15y,True,0.0656732325213878,0.2096689838137715,11.193048342352236,1.076236134611769,1.0,1.1643571978444958,1.0,0.9834729981378026,0.9834729981378026,0.0881210632327267,0.0,-0.0927631364739663,-0.0165270018621973,True,0.8322147651006712,0.4429530201342282,False,False,1.0416666666666667,1.0869565217391304,1.1363636363636365,1.0,1.0,False,False,False,False,1.0,1.0,0.0011112669705548,0.0002239441875419,1.0,1.0
gaussian,0.2,2,estimated_percentile_30y,True,0.0823855951956566,0.3094316959244715,10.954230852344152,0.9247454881999074,0.9247454881999074,1.1138941899915182,1.0,0.99870729455217,0.99870729455217,0.1891487017916108,0.0752545118000925,0.0739618063522624,0.0739618063522624,False,0.7114093959731543,0.4966442953020134,False,False,1.0869565217391304,1.1363636363636365,1.1363636363636365,0.1866666666666666,0.3733333333333333,False,False,False,False,1.0,1.0,0.0006664619459722,0.0002239441875419,1.0,1.0
gaussian,0.2,2,estimated_percentile_60y,True,0.0609484355000425,0.2023539233038821,11.297031237685982,0.799723870755028,0.799723870755028,1.1454006712817286,1.0,0.9676145339652448,0.9676145339652448,0.3456768005267006,0.2002761292449719,0.1678906632102168,0.1678906632102168,False,0.7919463087248322,0.4429530201342282,False,False,1.1363636363636365,1.0869565217391304,1.1363636363636365,0.0266666666666666,0.26,True,False,True,False,1.0,1.0,0.0010793983169716,0.0002239441875419,1.0,1.0
gaussian,0.2,3,absolute_lambda4,True,0.2976072282674339,0.7897184070772124,4.964583905619271,0.5755064456721916,0.5755064456721916,1.2259287148594378,1.0,1.032258064516129,1.0,0.6504222691872462,0.4244935543278084,0.4567516188439374,0.4244935543278084,False,0.906040268456376,0.5637583892617449,False,False,1.0869565217391304,1.0416666666666667,1.0869565217391304,0.0066666666666666,0.0133333333333333,True,True,False,False,1.0,1.0,0.0005578667831564,0.000220895550454,1.0,1.0
gaussian,0.2,3,oracle_percentile,True,0.0,0.0,12.0,1.2199782844733984,1.0,1.1496297488731488,1.0,1.0749822316986497,1.0,-0.0703485356002495,0.0,-0.1449960527747487,0.0,True,0.7583892617449665,0.6241610738255033,False,False,1.0416666666666667,1.0416666666666667,1.0869565217391304,1.0,1.0,False,False,False,False,1.0,1.0,0.0026781833907968,0.000220895550454,1.0,1.0
gaussian,0.2,3,estimated_percentile_15y,True,0.1251702625956437,0.3892916751311327,10.772457829842734,0.9252936857562408,0.9252936857562408,1.181072695035461,1.0,1.06989543203082,1.0,0.2557790092792202,0.0747063142437591,0.1446017462745792,0.0747063142437591,False,0.8657718120805369,0.6510067114093959,False,False,1.0869565217391304,1.0416666666666667,1.0869565217391304,0.08,0.2333333333333333,False,False,False,False,1.0,1.0,0.0010801689277369,0.000220895550454,1.0,1.0
gaussian,0.2,3,estimated_percentile_30y,True,0.0780695257842418,0.2208295480744918,11.183491892246163,1.2152282067921265,1.0,1.1874423697556478,1.0,1.0667593384659253,1.0,-0.0277858370364785,0.0,-0.148468868326201,0.0,True,0.8120805369127517,0.6241610738255033,False,False,1.0416666666666667,1.0869565217391304,1.0869565217391304,1.0,1.0,False,False,False,False,1.0,1.0,0.0027696100921386,0.000220895550454,1.0,1.0
gaussian,0.2,3,estimated_percentile_60y,True,0.0518721718599518,0.1543593271617591,11.492768347759414,0.8416479400749064,0.8416479400749064,1.1651212553495007,1.0,1.0602874167542935,1.0,0.3234733152745943,0.1583520599250936,0.2186394766793873,0.1583520599250936,False,0.8053691275167785,0.5906040268456376,False,False,1.0869565217391304,1.0869565217391304,1.0869565217391304,0.0466666666666666,0.2,True,False,True,False,1.0,1.0,0.0026772399858076,0.000220895550454,1.0,1.0
gaussian,0.2,4,absolute_lambda4,True,0.2976072282674339,0.7897184070772124,4.964583905619271,1.0154700854700855,1.0,1.0688244047619049,1.0,1.0316238171755043,1.0,0.0533543192918191,0.0,0.0161537317054187,0.0,True,0.6510067114093959,0.5838926174496645,False,False,1.1363636363636365,1.1363636363636365,1.0869565217391304,1.0,1.0,False,False,False,False,1.0,1.0,0.0063382562449411,0.0002210343337411,1.0,1.0
