family,phi,lambda,replicate,theta_obs_independent,theta_obs_raw_independent,p_annual_independent,p_native_independent,annual_reject_independent,native_reject_independent,annual_only_independent,native_only_independent,annual_spectral_error_median,native_spectral_error_median,native_month_exact_fraction,theta_obs,theta_abs_diff
periodic,0.2,0.5,14,0.9898062581063554,0.9898062581063554,0.49,0.56,False,False,False,False,0.0011068204125880817,0.00019202397305416336,1.0,0.9898062581063554,0.0
periodic,0.2,0.5,29,1.0,1.3155365928659286,1.0,1.0,False,False,False,False,0.0013230662164609567,0.00018722518600165737,1.0,1.0,0.0
periodic,0.2,0.5,44,1.0,1.0569546364242828,1.0,1.0,False,False,False,False,0.001205097553383383,0.00020567141708245157,1.0,1.0,0.0
periodic,0.2,0.5,67,1.0,1.1611708309122604,1.0,1.0,False,False,False,False,0.0010339798398742801,0.00019889601880635266,1.0,1.0,0.0
periodic,0.2,0.5,116,0.8127149613069647,0.8127149613069647,0.2,0.28,False,False,False,False,0.001219339679523628,0.0001984360010080761,1.0,0.8127149613069647,0.0
periodic,0.2,0.5,119,1.0,1.0755516684607105,1.0,1.0,False,False,False,False,0.009010525808906256,0.0002072643200633929,1.0,1.0,0.0
periodic,0.2,0.5,120,1.0,1.0867495158166558,1.0,1.0,False,False,False,False,0.006871851792803708,0.00019266555473608147,1.0,1.0,0.0
periodic,0.2,0.5,192,1.0,1.387933012158752,1.0,1.0,False,False,False,False,0.010658031913855965,0.00019817392423210987,1.0,1.0,0.0
periodic,0.2,0.5,268,0.9993284279373978,0.9993284279373978,0.15,0.28,False,False,False,False,0.005871599510052107,0.00019387867496302525,1.0,0.9993284279373978,0.0
periodic,0.2,1.0,9,0.7224121918270855,0.7224121918270855,0.05,0.07,False,False,False,False,0.002052095082030058,0.0001988265146570771,1.0,0.7224121918270855,0.0
periodic,0.2,1.0,23,1.0,1.1897450753186558,1.0,1.0,False,False,False,False,0.003500516648925844,0.0001961119537064871,1.0,1.0,0.0
periodic,0.2,1.0,54,0.8913034606594842,0.8913034606594842,0.11,0.18,False,False,False,False,0.010792626945573978,0.00019366908727962942,1.0,0.8913034606594842,0.0
periodic,0.2,1.0,142,0.9438353987925008,0.9438353987925008,0.23,0.41,False,False,False,False,0.0017134718499546054,0.0001928612005277149,1.0,0.9438353987925008,0.0
periodic,0.2,1.0,146,1.0,1.2037760416666667,1.0,1.0,False,False,False,False,0.0006948508394172395,0.00019960142662534685,1.0,1.0,0.0
periodic,0.2,1.0,182,0.9195060393005228,0.9195060393005228,0.21,0.36,False,False,False,False,0.003674895373235343,0.00019693407591728055,1.0,0.9195060393005228,0.0
periodic,0.2,1.0,186,1.0,1.1009149357072205,1.0,1.0,False,False,False,False,0.0010185322236745196,0.00020062032600340218,1.0,1.0,0.0
periodic,0.2,1.0,189,0.9808690012970168,0.9808690012970168,0.19,0.42,False,False,False,False,0.0011051337469448995,0.0001947705336406319,1.0,0.9808690012970168,0.0
periodic,0.2,1.0,199,1.0,1.382481213097155,1.0,1.0,False,False,False,False,0.0012628510562495397,0.00019510878149611878,1.0,1.0,0.0
periodic,0.2,1.0,232,1.0,1.4526559645001305,1.0,1.0,False,False,False,False,0.003471475838298076,0.00019077097718405556,1.0,1.0,0.0
periodic,0.2,2.0,28,0.8952903796653797,0.8952903796653797,0.11,0.36,False,False,False,False,0.008112507375875294,0.00019069246257375226,1.0,0.8952903796653797,0.0
periodic,0.2,2.0,45,1.0,1.015858208955224,1.0,1.0,False,False,False,False,0.005256070756995087,0.00019841396629170102,1.0,1.0,0.0
periodic,0.2,2.0,57,1.0,1.009815705128205,1.0,1.0,False,False,False,False,0.000749088542629631,0.00020319706205019136,1.0,1.0,0.0
periodic,0.2,2.0,62,0.990600363856883,0.990600363856883,0.17,0.49,False,False,False,False,0.004098036173123211,0.0001934065882946579,1.0,0.990600363856883,0.0
periodic,0.2,2.0,75,1.0,1.0433305211848518,1.0,1.0,False,False,False,False,0.0014993776165279896,0.00019957644814150375,1.0,1.0,0.0
periodic,0.2,2.0,109,0.7331310246340592,0.7331310246340592,0.02,0.16,True,False,True,False,0.00939660838130828,0.00020420394985229545,1.0,0.7331310246340592,0.0
periodic,0.2,2.0,144,0.9175603217158177,0.9175603217158177,0.28,0.36,False,False,False,False,0.012563191993931872,0.0001952890003532462,1.0,0.9175603217158176,1.1102230246251565e-16
periodic,0.2,2.0,152,0.867348820058997,0.867348820058997,0.11,0.36,False,False,False,False,0.00416958221910815,0.0002202286549325238,1.0,0.867348820058997,0.0
periodic,0.2,2.0,190,0.8667707713662502,0.8667707713662502,0.09,0.33,False,False,False,False,0.004798825044372603,0.00019711864796715964,1.0,0.8667707713662502,0.0
periodic,0.2,2.0,243,0.7560089804543053,0.7560089804543053,0.12,0.14,False,False,False,False,0.007701960711658946,0.00018993523782831346,1.0,0.7560089804543053,0.0
periodic,0.2,4.0,26,0.8604827343199436,0.8604827343199436,0.06,0.19,False,False,False,False,0.024421024329019828,0.0001940820018370383,1.0,0.8604827343199436,0.0
periodic,0.2,4.0,31,1.0,1.2112722478576137,1.0,1.0,False,False,False,False,0.022690919552366972,0.0002016452819648416,1.0,1.0,0.0
periodic,0.2,4.0,63,1.0,1.0876062453806357,1.0,1.0,False,False,False,False,0.019317021408870295,0.0001960398163796922,1.0,1.0,0.0
periodic,0.2,4.0,81,0.9279131521399563,0.9279131521399563,0.08,0.3,False,False,False,False,0.003225712021947875,0.00019852491268228654,1.0,0.9279131521399564,1.1102230246251565e-16
periodic,0.2,4.0,108,1.0,1.1028661170003926,1.0,1.0,False,False,False,False,0.013069928918155754,0.00020129340985177365,1.0,1.0,0.0
periodic,0.2,4.0,126,0.9043348281016442,0.9043348281016442,0.16,0.35,False,False,False,False,0.0018867441003648001,0.0002079446506740872,1.0,0.9043348281016442,0.0
periodic,0.2,4.0,132,1.0,1.1168564780798433,1.0,1.0,False,False,False,False,0.0015704064384812904,0.00020678207301008688,1.0,1.0,0.0
periodic,0.2,4.0,168,1.0,1.330211726384365,1.0,1.0,False,False,False,False,0.017161535623978378,0.00018501468437263273,1.0,1.0,0.0
periodic,0.2,4.0,197,0.9096320346320347,0.9096320346320347,0.09,0.32,False,False,False,False,0.002089317473346744,0.00019794591741637127,1.0,0.9096320346320348,1.1102230246251565e-16
periodic,0.2,4.0,298,1.0,1.2866936390200046,1.0,1.0,False,False,False,False,0.007767553689923459,0.00021202869289351013,1.0,1.0,0.0
periodic,0.5,0.0,35,1.0,1.2544931471424876,1.0,1.0,False,False,False,False,0.001173776951121299,0.00020444392948820175,1.0,1.0,0.0
periodic,0.5,0.0,42,0.7728317659352142,0.7728317659352142,0.05,0.17,False,False,False,False,0.001118112815454213,0.00020295655857284747,1.0,0.7728317659352142,0.0
periodic,0.5,0.0,60,0.7549514563106796,0.7549514563106796,0.05,0.06,False,False,False,False,0.0014080598314608222,0.00019278268667731563,1.0,0.7549514563106796,0.0
periodic,0.5,0.0,130,0.9705441837244134,0.9705441837244134,0.22,0.27,False,False,False,False,0.008261129005688681,0.0002027271867804883,1.0,0.9705441837244134,0.0
periodic,0.5,0.0,178,0.9718441579114931,0.9718441579114931,0.36,0.36,False,False,False,False,0.004744395712133849,0.000197110068050077,1.0,0.9718441579114931,0.0
periodic,0.5,0.0,203,1.0,1.183170515097691,1.0,1.0,False,False,False,False,0.00033102888939638627,0.00021354392074807025,1.0,1.0,0.0
periodic,0.5,0.0,220,1.0,1.1454722431549862,1.0,1.0,False,False,False,False,0.0030735226088885975,0.00020663543806820093,1.0,1.0,0.0
periodic,0.5,0.0,229,1.0,1.1648039215686274,1.0,1.0,False,False,False,False,0.0005103381400007336,0.00021579049569036207,1.0,1.0,0.0
periodic,0.5,0.0,244,1.0,1.375374251497006,1.0,1.0,False,False,False,False,0.0043691535100321725,0.00020507156985543308,1.0,1.0,0.0
periodic,0.5,0.0,250,0.9939844302901628,0.9939844302901628,0.22,0.38,False,False,False,False,0.0005862497195138423,0.0002072513372407326,1.0,0.9939844302901628,0.0
periodic,0.5,0.5,1,1.0,1.1401537997587454,1.0,1.0,False,False,False,False,0.0007173386479366865,0.0002153501971092325,1.0,1.0,0.0
periodic,0.5,0.5,6,1.0,1.0989832535885167,1.0,1.0,False,False,False,False,0.0010333194586839994,0.00019787786996083127,1.0,1.0,0.0
periodic,0.5,0.5,32,1.0,1.2675438596491229,1.0,1.0,False,False,False,False,0.00033344487891941865,0.00019571990100360187,1.0,1.0,0.0
periodic,0.5,0.5,103,1.0,1.170134669906845,1.0,1.0,False,False,False,False,0.0038593978862353504,0.00019958416956223352,1.0,1.0,0.0
periodic,0.5,0.5,106,1.0,1.1852310231023102,1.0,1.0,False,False,False,False,0.005126868680248278,0.00020541121111287955,1.0,1.0,0.0
periodic,0.5,0.5,169,1.0,1.3732085067036524,1.0,1.0,False,False,False,False,0.0005038588263044687,0.00019604792002264417,1.0,1.0,0.0
periodic,0.5,0.5,229,1.0,1.2919205596930716,1.0,1.0,False,False,False,False,0.0005458395147189592,0.00020694749328286437,1.0,1.0,0.0
periodic,0.5,0.5,261,1.0,1.1713233701537795,1.0,1.0,False,False,False,False,0.0005754440322346284,0.00020456859936356006,1.0,1.0,0.0
periodic,0.5,0.5,268,0.7137587553105982,0.7137587553105982,0.02,0.02,True,True,False,False,0.007247364431486987,0.00020375719098104315,1.0,0.7137587553105982,0.0
periodic,0.5,1.0,11,1.0,1.403610108303249,1.0,1.0,False,False,False,False,0.0016683346409085355,0.000204757186468055,1.0,1.0,0.0
periodic,0.5,0.5,289,0.34995908651342705,0.34995908651342705,0.01,0.01,True,True,False,False,0.00040938116334546937,0.00020785171862354468,1.0,0.349959086513427,5.551115123125783e-17
periodic,0.5,1.0,35,1.0,1.2123711340206185,1.0,1.0,False,False,False,False,0.0004388897591052598,0.0002048026412002916,1.0,1.0,0.0
periodic,0.5,1.0,43,0.7501775568181818,0.7501775568181818,0.01,0.1,True,False,True,False,0.0006521786143456304,0.0001960849948001197,1.0,0.7501775568181818,0.0
periodic,0.5,1.0,58,1.0,1.09217999126256,1.0,1.0,False,False,False,False,0.001059392526383611,0.00020049291039614481,1.0,1.0,0.0
periodic,0.5,1.0,92,0.954954954954955,0.954954954954955,0.21,0.36,False,False,False,False,0.00036723051219058803,0.0001995934266506028,1.0,0.954954954954955,0.0
periodic,0.5,1.0,118,0.8412565249813572,0.8412565249813572,0.04,0.14,True,False,True,False,0.0016184452670544981,0.00020811330468887084,1.0,0.8412565249813572,0.0
periodic,0.5,1.0,122,0.9981954111884507,0.9981954111884507,0.32,0.43,False,False,False,False,0.0004981966322581825,0.00020298404007687478,1.0,0.9981954111884508,1.1102230246251565e-16
periodic,0.5,1.0,202,0.8750200320512821,0.8750200320512821,0.27,0.36,False,False,False,False,0.003009659480521532,0.00019530106340857526,1.0,0.8750200320512821,0.0
periodic,0.5,1.0,217,1.0,1.0549920445505172,1.0,1.0,False,False,False,False,0.003371772534268959,0.00021599216939559076,1.0,1.0,0.0
periodic,0.5,1.0,299,0.7567393859262523,0.7567393859262523,0.03,0.05,True,False,True,False,0.0005878731157140442,0.00021477734205561575,1.0,0.7567393859262523,0.0
periodic,0.5,2.0,26,0.9374303232998885,0.9374303232998885,0.31,0.27,False,False,False,False,0.0013368074832712945,0.00020977395738316467,1.0,0.9374303232998884,1.1102230246251565e-16
periodic,0.5,2.0,49,1.0,1.0952,1.0,1.0,False,False,False,False,0.004717518798092535,0.00020874403792519463,1.0,1.0,0.0
periodic,0.5,2.0,44,1.0,1.1771300448430493,1.0,1.0,False,False,False,False,0.0019251073097114628,0.00019080607859790568,1.0,1.0,0.0
periodic,0.5,2.0,116,1.0,1.5138776610078146,1.0,1.0,False,False,False,False,0.006078581209826564,0.00020482985195029383,1.0,1.0,0.0
periodic,0.5,2.0,141,0.9803328290468987,0.9803328290468987,0.19,0.4,False,False,False,False,0.0007012822571865054,0.0002162511215807937,1.0,0.9803328290468988,1.1102230246251565e-16
periodic,0.5,2.0,159,0.8716793168880456,0.8716793168880456,0.29,0.23,False,False,False,False,0.003673865469181145,0.0002114101899766062,1.0,0.8716793168880456,0.0
periodic,0.5,2.0,162,1.0,1.043849706129303,1.0,1.0,False,False,False,False,0.0005378905340920939,0.0002092131180239307,1.0,1.0,0.0
periodic,0.5,2.0,206,1.0,1.0487742594484168,1.0,1.0,False,False,False,False,0.0011656807234173422,0.0002009743752589597,1.0,1.0,0.0
periodic,0.5,2.0,225,1.0,1.014429644808743,1.0,1.0,False,False,False,False,0.0017744216338861395,0.0002104071973950486,1.0,1.0,0.0
periodic,0.5,4.0,47,1.0,1.0201491878531073,1.0,1.0,False,False,False,False,0.012384683962676456,0.00020432338690201812,1.0,1.0,0.0
periodic,0.5,2.0,250,1.0,1.090549497541159,1.0,1.0,False,False,False,False,0.0004945909734021434,0.00020951679505043004,1.0,1.0,0.0
periodic,0.5,4.0,77,1.0,1.0442450495049505,1.0,1.0,False,False,False,False,0.002531314175583508,0.0002035377248582829,1.0,1.0,0.0
periodic,0.5,4.0,103,1.0,1.1534478059416735,1.0,1.0,False,False,False,False,0.0016636320523299752,0.00019752392666344087,1.0,1.0,0.0
periodic,0.5,4.0,110,0.963716814159292,0.963716814159292,0.18,0.46,False,False,False,False,0.0010021627092515078,0.00020496574826214055,1.0,0.963716814159292,0.0
periodic,0.5,4.0,191,0.8446952929024643,0.8446952929024643,0.06,0.37,False,False,False,False,0.0017872672649312186,0.00020393302223852211,1.0,0.8446952929024643,0.0
periodic,0.5,4.0,201,0.9975650713685978,0.9975650713685978,0.2,0.61,False,False,False,False,0.0009107223323656285,0.00020300948183764493,1.0,0.9975650713685978,0.0
periodic,0.5,4.0,202,0.700136612021858,0.700136612021858,0.01,0.16,True,False,True,False,0.0016913957856029664,0.00020072325091538201,1.0,0.700136612021858,0.0
periodic,0.5,4.0,254,0.839765337856941,0.839765337856941,0.06,0.28,False,False,False,False,0.007843681759959245,0.00021367142023951958,1.0,0.839765337856941,0.0
periodic,0.5,4.0,210,0.6505244755244756,0.6505244755244756,0.02,0.16,True,False,True,False,0.0006759892137407566,0.0002110490435584815,1.0,0.6505244755244756,0.0
periodic,0.5,4.0,291,0.8949771689497716,0.8949771689497716,0.1,0.48,False,False,False,False,0.014866902368248176,0.00019906372487593676,1.0,0.8949771689497716,0.0
periodic,0.8,0.0,67,1.0,1.0231689088191331,1.0,1.0,False,False,False,False,0.0013700954675937352,0.00021634963809941867,1.0,1.0,0.0
periodic,0.8,0.0,72,1.0,1.3652912621359223,1.0,1.0,False,False,False,False,0.0014969800595842281,0.00021036698456385972,1.0,1.0,0.0
periodic,0.8,0.0,94,0.7200996677740864,0.7200996677740864,0.12,0.14,False,False,False,False,0.0018764252093148846,0.00021564050221030534,1.0,0.7200996677740864,0.0
periodic,0.8,0.0,142,1.0,1.1357347328244274,1.0,1.0,False,False,False,False,0.0013751937825849327,0.0002191030295420507,1.0,1.0,0.0
periodic,0.8,0.0,155,1.0,1.001545595054096,1.0,1.0,False,False,False,False,0.0014045503205148044,0.00021524504253786608,1.0,1.0,0.0
periodic,0.8,0.0,180,0.9392754608643095,0.9392754608643095,0.41,0.21,False,False,False,False,0.0009440267508056336,0.0002167069960409368,1.0,0.9392754608643096,1.1102230246251565e-16
periodic,0.8,0.0,164,1.0,1.0945152803076301,1.0,1.0,False,False,False,False,0.00243938566962435,0.00023187085124365354,1.0,1.0,0.0
periodic,0.8,0.0,205,0.824407564344005,0.824407564344005,0.07,0.07,False,False,False,False,0.00099616930732528,0.0002192849149817142,1.0,0.824407564344005,0.0
periodic,0.8,0.0,224,0.9010530934620448,0.9010530934620448,0.21,0.29,False,False,False,False,0.0005696437407374074,0.00022771487641592956,1.0,0.9010530934620448,0.0
periodic,0.8,0.5,43,0.6690898076631834,0.6690898076631834,0.07,0.05,False,False,False,False,0.001493863744160233,0.00021648091572906784,1.0,0.6690898076631834,0.0
periodic,0.8,0.0,291,1.0,1.2500286172161172,1.0,1.0,False,False,False,False,0.0024975871075864587,0.00021728115077495182,1.0,1.0,0.0
periodic,0.8,0.5,51,0.8730625334045965,0.8730625334045965,0.18,0.28,False,False,False,False,0.0013579096226824564,0.00021851265995468966,1.0,0.8730625334045965,0.0
periodic,0.8,0.5,88,0.8181995185499858,0.8181995185499858,0.36,0.32,False,False,False,False,0.0007004465629035088,0.00020579362764643804,1.0,0.8181995185499858,0.0
periodic,0.8,0.5,53,1.0,1.1874092511926986,1.0,1.0,False,False,False,False,0.0009028947115413031,0.000225108027021316,1.0,1.0,0.0
periodic,0.8,0.5,113,1.0,1.411764705882353,1.0,1.0,False,False,False,False,0.000871021548608163,0.00021697021898153023,1.0,1.0,0.0
periodic,0.8,0.5,152,1.0,1.0334372402327514,1.0,1.0,False,False,False,False,0.0007660436875963826,0.0002368308962048317,1.0,1.0,0.0
periodic,0.8,0.5,224,1.0,1.0324919668526975,1.0,1.0,False,False,False,False,0.0022883037459038706,0.00020960631197051765,1.0,1.0,0.0
periodic,0.8,0.5,248,0.9122422915526364,0.9122422915526364,0.24,0.43,False,False,False,False,0.0006326078000907724,0.0002130450446291029,1.0,0.9122422915526364,0.0
periodic,0.8,0.5,249,0.8853978640192539,0.8853978640192539,0.2,0.32,False,False,False,False,0.0006968929127895026,0.00022366807746803337,1.0,0.8853978640192539,0.0
periodic,0.8,0.5,293,0.7736997341309405,0.7736997341309405,0.05,0.15,False,False,False,False,0.002748171614843824,0.00021582592171566942,1.0,0.7736997341309405,0.0
periodic,0.8,1.0,12,0.9456003811944091,0.9456003811944091,0.15,0.31,False,False,False,False,0.0009298206600513659,0.0002131938662655368,1.0,0.9456003811944091,0.0
periodic,0.8,1.0,18,1.0,1.267438486536676,1.0,1.0,False,False,False,False,0.0015654668091829368,0.00021389315633648864,1.0,1.0,0.0
periodic,0.8,1.0,5,0.8533341455490578,0.8533341455490578,0.07,0.14,False,False,False,False,0.0019418961548077207,0.00023059338522703942,1.0,0.8533341455490578,0.0
periodic,0.8,1.0,20,1.0,1.0248848987108656,1.0,1.0,False,False,False,False,0.0014001995082058383,0.00021292562286981506,1.0,1.0,0.0
periodic,0.8,1.0,87,1.0,1.3741836734693877,1.0,1.0,False,False,False,False,0.0005990831878563072,0.0002121177261886591,1.0,1.0,0.0
periodic,0.8,1.0,145,0.8472918989223337,0.8472918989223337,0.06,0.11,False,False,False,False,0.0015673538455207355,0.00021317442337903867,1.0,0.8472918989223337,0.0
periodic,0.8,1.0,197,0.9154260192395786,0.9154260192395786,0.12,0.3,False,False,False,False,0.0005609159900519537,0.0002173502079272955,1.0,0.9154260192395786,0.0
periodic,0.8,1.0,212,0.9316749585406302,0.9316749585406302,0.45,0.35,False,False,False,False,0.0026527495162252967,0.00022070111313921397,1.0,0.9316749585406302,0.0
periodic,0.8,1.0,213,0.8368193891102258,0.8368193891102258,0.11,0.19,False,False,False,False,0.0008166284655571493,0.0002103496745409772,1.0,0.8368193891102258,0.0
periodic,0.8,2.0,24,0.8706028203936154,0.8706028203936154,0.16,0.33,False,False,False,False,0.0005437924073402842,0.00021788187221245627,1.0,0.8706028203936154,0.0
periodic,0.8,1.0,244,1.0,1.1895663496376812,1.0,1.0,False,False,False,False,0.0007257689929737024,0.00021537194981095342,1.0,1.0,0.0
periodic,0.8,2.0,70,1.0,1.3338946117274169,1.0,1.0,False,False,False,False,0.002656256862303734,0.00022470759184867506,1.0,1.0,0.0
periodic,0.8,2.0,162,1.0,1.0842133051742344,1.0,1.0,False,False,False,False,0.0013329525928635435,0.00021504237754668397,1.0,1.0,0.0
periodic,0.8,2.0,102,0.8227431297166453,0.8227431297166453,0.08,0.15,False,False,False,False,0.00034039386750298273,0.0002225783596317288,1.0,0.8227431297166453,0.0
periodic,0.8,2.0,95,0.9744844873250095,0.9744844873250095,0.29,0.43,False,False,False,False,0.0010511960694525766,0.00021998477886845693,1.0,0.9744844873250096,1.1102230246251565e-16
periodic,0.8,2.0,163,0.9409094609998372,0.9409094609998372,0.28,0.38,False,False,False,False,0.0018081203936037942,0.00022155273276125488,1.0,0.9409094609998372,0.0
periodic,0.8,2.0,273,1.0,1.010393535652603,1.0,1.0,False,False,False,False,0.0031020232348998628,0.00021153032978772824,1.0,1.0,0.0
periodic,0.8,2.0,264,1.0,1.0009863701578192,1.0,1.0,False,False,False,False,0.0005906897016262518,0.0002156439464133947,1.0,1.0,0.0
periodic,0.8,2.0,250,1.0,1.0881270579120665,1.0,1.0,False,False,False,False,0.0012991509259356324,0.0002228826941662672,1.0,1.0,0.0
periodic,0.8,2.0,299,1.0,1.1415149735760424,1.0,1.0,False,False,False,False,0.0077272895545099736,0.00023997857644220082,1.0,1.0,0.0
periodic,0.8,4.0,61,0.7688463391136802,0.7688463391136802,0.05,0.19,False,False,False,False,0.0033225924003380944,0.00022854991709545067,1.0,0.7688463391136802,0.0
periodic,0.8,4.0,67,1.0,1.1690382370110917,1.0,1.0,False,False,False,False,0.00034082936256432753,0.00022180691728238857,1.0,1.0,0.0
periodic,0.8,4.0,86,1.0,1.028601900329649,1.0,1.0,False,False,False,False,0.0003834224123393138,0.00022637061068291406,1.0,1.0,0.0
periodic,0.8,4.0,75,0.7883763356789159,0.7883763356789159,0.03,0.26,True,False,True,False,0.0015486567760912135,0.00022290284362691537,1.0,0.7883763356789159,0.0
periodic,0.8,4.0,111,1.0,1.2680044416243654,1.0,1.0,False,False,False,False,0.0009279550561046863,0.0002128298062783635,1.0,1.0,0.0
periodic,0.8,4.0,195,0.9299057829759584,0.9299057829759584,0.34,0.69,False,False,False,False,0.0010125708105095165,0.00020760356133345476,1.0,0.9299057829759584,0.0
periodic,0.8,4.0,121,1.0,1.023122570083896,1.0,1.0,False,False,False,False,0.0008707370854560654,0.0002318808437745447,1.0,1.0,0.0
periodic,0.8,4.0,115,1.0,1.0156482514880953,1.0,1.0,False,False,False,False,0.0005076399734556271,0.00023072238653203228,1.0,1.0,0.0
periodic,0.8,4.0,199,1.0,1.0703703703703704,1.0,1.0,False,False,False,False,0.004598426926771804,0.0002087552152101043,1.0,1.0,0.0
periodic,0.8,4.0,264,0.9933571793561574,0.9933571793561574,0.21,0.51,False,False,False,False,0.0011008728840821635,0.0002107278943443585,1.0,0.9933571793561574,0.0
tinnov,0.2,0.0,26,0.67570385818561,0.67570385818561,0.02,0.02,True,True,False,False,0.002693372411214613,0.00028535458520239623,1.0,0.67570385818561,0.0
tinnov,0.2,0.0,60,0.7792272331966704,0.7792272331966704,0.08,0.12,False,False,False,False,0.0005145324456318846,0.00026019232723521594,1.0,0.7792272331966704,0.0
tinnov,0.2,0.0,112,1.0,1.1032296025104602,1.0,1.0,False,False,False,False,0.008378347151459464,0.0002531258948814425,1.0,1.0,0.0
tinnov,0.2,0.0,124,1.0,1.0952,1.0,1.0,False,False,False,False,0.0041027981781999205,0.00028014001569704274,1.0,1.0,0.0
tinnov,0.2,0.0,125,1.0,1.255304969076562,1.0,1.0,False,False,False,False,0.0028232358305586326,0.0002667318125029879,1.0,1.0,0.0
tinnov,0.2,0.0,139,0.9655895078420768,0.9655895078420768,0.24,0.36,False,False,False,False,0.001103401135801501,0.00029234488075403415,1.0,0.9655895078420768,0.0
tinnov,0.2,0.0,142,0.8907640638119227,0.8907640638119227,0.12,0.34,False,False,False,False,0.0029392417068194194,0.0002597927679028414,1.0,0.8907640638119227,0.0
tinnov,0.2,0.0,210,1.0,1.0558006070954278,1.0,1.0,False,False,False,False,0.005293244693877032,0.0002660132401110715,1.0,1.0,0.0
tinnov,0.2,0.0,150,1.0,1.0052787162162162,1.0,1.0,False,False,False,False,0.0006967259604247642,0.0002770135167184286,1.0,1.0,0.0
tinnov,0.2,0.0,216,1.0,1.215,1.0,1.0,False,False,False,False,0.00045294063274190454,0.00025038814578762117,1.0,1.0,0.0
tinnov,0.2,0.5,75,1.0,1.4537812041116005,1.0,1.0,False,False,False,False,0.0030603954816600114,0.0002569181934478437,1.0,1.0,0.0
tinnov,0.2,0.5,82,1.0,1.098136495643756,1.0,1.0,False,False,False,False,0.0018880320007129154,0.00025831140947961184,1.0,1.0,0.0
tinnov,0.2,0.5,123,0.9868421052631579,0.9868421052631579,0.2,0.45,False,False,False,False,0.0013145015302433785,0.0002549175260212252,1.0,0.986842105263158,1.1102230246251565e-16
tinnov,0.2,0.5,139,1.0,1.1337888690829867,1.0,1.0,False,False,False,False,0.002352729457611109,0.00025166705652075174,1.0,1.0,0.0
tinnov,0.2,0.5,166,1.0,1.3179246538871139,1.0,1.0,False,False,False,False,0.0008239457700985028,0.00027146558238767344,1.0,1.0,0.0
tinnov,0.2,0.5,217,1.0,1.3772507685551163,1.0,1.0,False,False,False,False,0.003416890245795533,0.00024829567203260095,1.0,1.0,0.0
tinnov,0.2,0.5,234,0.7470784385707293,0.7470784385707293,0.03,0.06,True,False,True,False,0.001137782222233963,0.0002472724122299106,1.0,0.7470784385707293,0.0
tinnov,0.2,0.5,237,1.0,1.406328320802005,1.0,1.0,False,False,False,False,0.0006362302313044107,0.00029857663475865666,1.0,1.0,0.0
tinnov,0.2,0.5,255,1.0,1.150474956822107,1.0,1.0,False,False,False,False,0.000604314837458438,0.0002455332040936614,1.0,1.0,0.0
tinnov,0.2,0.5,293,1.0,1.07625786163522,1.0,1.0,False,False,False,False,0.0021522087158749367,0.0002633203050447575,1.0,1.0,0.0
tinnov,0.2,1.0,1,0.7948265726043504,0.7948265726043504,0.09,0.22,False,False,False,False,0.0007803702781643499,0.00026608436014081754,1.0,0.7948265726043504,0.0
tinnov,0.2,1.0,4,1.0,1.4357459379615953,1.0,1.0,False,False,False,False,0.00337835501216219,0.0002673483427677827,1.0,1.0,0.0
tinnov,0.2,1.0,24,1.0,1.3512567476383266,1.0,1.0,False,False,False,False,0.0030004151047391984,0.0002650639749124006,1.0,1.0,0.0
tinnov,0.2,1.0,53,0.7483600583090378,0.7483600583090378,0.04,0.08,True,False,True,False,0.00037260527605977457,0.00024988745265474183,1.0,0.7483600583090378,0.0
tinnov,0.2,1.0,96,0.9718680429062942,0.9718680429062942,0.24,0.34,False,False,False,False,0.008383444143682197,0.0002898306458416153,1.0,0.9718680429062942,0.0
tinnov,0.2,1.0,70,0.9026162790697675,0.9026162790697675,0.13,0.29,False,False,False,False,0.003173372774845546,0.0002733848223906056,1.0,0.9026162790697676,1.1102230246251565e-16
tinnov,0.2,1.0,102,1.0,1.565349143610013,1.0,1.0,False,False,False,False,0.00421397928202766,0.0002639397154470679,1.0,1.0,0.0
tinnov,0.2,1.0,177,1.0,1.240751730959446,1.0,1.0,False,False,False,False,0.00106210420792675,0.0002528161452632424,1.0,1.0,0.0
tinnov,0.2,1.0,226,1.0,1.082556270096463,1.0,1.0,False,False,False,False,0.0004104331123319549,0.0002622535164246789,1.0,1.0,0.0
tinnov,0.2,1.0,283,0.888552324537785,0.888552324537785,0.27,0.27,False,False,False,False,0.0003003057777758392,0.00025847417505229587,1.0,0.888552324537785,0.0
tinnov,0.2,2.0,32,0.6447368421052632,0.6447368421052632,0.01,0.09,True,False,True,False,0.0031061146961147354,0.00027583591214346324,1.0,0.6447368421052632,0.0
tinnov,0.2,2.0,152,1.0,1.2018275725069527,1.0,1.0,False,False,False,False,0.0010008786662299898,0.00025425556084456523,1.0,1.0,0.0
tinnov,0.2,2.0,187,1.0,1.23984375,1.0,1.0,False,False,False,False,0.0050176894459933175,0.00027308088133798413,1.0,1.0,0.0
tinnov,0.2,2.0,158,0.9270880361173814,0.9270880361173814,0.21,0.33,False,False,False,False,0.0012355114316057586,0.00025970528819910216,1.0,0.9270880361173814,0.0
tinnov,0.2,2.0,193,1.0,1.151801152737752,1.0,1.0,False,False,False,False,0.0057866844925034905,0.00027892578606717876,1.0,1.0,0.0
