version,smoke,B,n_selected,C1_max_theta_abs_diff,C1_deterministic_theta_identity_pass,C2_recomputed,C2_expected,C2_exact_headline_reaggregation_pass,C3_annual_rejection_rate,C3_native_rejection_rate,C3_annual_only,C3_native_only,C3_paired_rate_difference,C3_paired_one_sided_p,C3_native_month_exact_min,C3_annual_spectral_error_median,C3_native_spectral_error_median,C3_independent_surrogate_direction_pass,overall_independent_closure_pass
v0.60,False,99,450,1.1102230246251565e-16,True,"{'annual_rejections': 1697, 'native_rejections': 629, 'annual_only': 1084, 'native_only': 16}","{'annual_rejections': 1697, 'native_rejections': 629, 'annual_only': 1084, 'native_only': 16}",True,0.08,0.02666666666666667,24,0,0.05333333333333334,5.960464477539063e-08,1.0,0.0014702904854314552,0.00021464367845029886,True,True
