family,phi,lambda,observable,block_years,n,annual_rejection_rate,native_rejection_rate,mechanistic_misattribution_rate,native_only_rate,median_null_gap,annual_valid_fraction,native_valid_fraction,annual_spectral_error_median,native_spectral_error_median,exact_total,exact_group
periodic,0.2,4.0,maxrun,252,300,0.19333333333333333,0.04666666666666667,0.14666666666666667,0.0,0.0133181167658295,1.0,1.0,0.0061807807360421,0.00022333864692735,1.0,1.0
periodic,0.5,0.0,count,50,300,0.06333333333333334,0.02666666666666667,0.03666666666666667,0.0,0.0,1.0,1.0,0.0010226016535578,0.0051395417136881,1.0,1.0
periodic,0.5,0.0,count,252,300,0.06333333333333334,0.02,0.043333333333333335,0.0,0.0,1.0,1.0,0.0010226016535578,0.0002308854508695,1.0,1.0
periodic,0.5,0.0,maxrun,50,300,0.1,0.05333333333333334,0.04666666666666667,0.0,0.0,1.0,1.0,0.00365174451061445,0.0051395417136881,1.0,1.0
periodic,0.5,0.0,maxrun,252,300,0.1,0.05,0.05,0.0,0.0,1.0,1.0,0.00365174451061445,0.0002308854508695,1.0,1.0
periodic,0.5,0.5,count,50,300,0.06333333333333334,0.043333333333333335,0.02,0.0,0.0,1.0,1.0,0.001261940457876,0.0051345600412187505,1.0,1.0
periodic,0.5,0.5,count,252,300,0.06333333333333334,0.05333333333333334,0.013333333333333334,0.0033333333333333335,0.0,1.0,1.0,0.001261940457876,0.0002307522654705,1.0,1.0
periodic,0.5,0.5,maxrun,50,300,0.08666666666666667,0.03666666666666667,0.056666666666666664,0.006666666666666667,0.0,1.0,1.0,0.0037624243849496,0.0051345600412187505,1.0,1.0
periodic,0.5,0.5,maxrun,252,300,0.08666666666666667,0.03333333333333333,0.056666666666666664,0.0033333333333333335,0.0,1.0,1.0,0.0037624243849496,0.0002307522654705,1.0,1.0
periodic,0.5,1.0,count,50,300,0.06333333333333334,0.02666666666666667,0.04,0.0033333333333333335,0.0,1.0,1.0,0.0011194662448960001,0.005125344471378451,1.0,1.0
