family,phi,lambda,observable,block_years,n,annual_rejection_rate,native_rejection_rate,mechanistic_misattribution_rate,native_only_rate,median_null_gap,annual_valid_fraction,native_valid_fraction,annual_spectral_error_median,native_spectral_error_median,exact_total,exact_group
tinnov,0.5,2.0,maxrun,252,300,0.13333333333333333,0.06333333333333334,0.07,0.0,0.0,1.0,1.0,0.00236364205531615,0.0003226894355511,1.0,1.0
tinnov,0.5,4.0,count,50,300,0.3333333333333333,0.056666666666666664,0.27666666666666667,0.0,0.076123011981551,1.0,1.0,0.0036050106026159,0.006203400204172,1.0,1.0
tinnov,0.5,4.0,count,252,300,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.07482536306549459,1.0,1.0,0.0036050106026159,0.0003235854247276,1.0,1.0
tinnov,0.5,4.0,maxrun,50,300,0.23,0.06666666666666667,0.16333333333333333,0.0,0.02055498993796065,1.0,1.0,0.0034766816296583,0.006203400204172,1.0,1.0
tinnov,0.5,4.0,maxrun,252,300,0.23,0.07666666666666666,0.15333333333333332,0.0,0.022194000468766198,1.0,1.0,0.0034766816296583,0.0003235854247276,1.0,1.0
tinnov,0.8,0.0,count,50,300,0.08,0.08333333333333333,0.013333333333333334,0.016666666666666666,0.0,1.0,1.0,0.0008138500486976,0.00648677510068525,1.0,1.0
tinnov,0.8,0.0,count,252,300,0.08,0.06666666666666667,0.02666666666666667,0.013333333333333334,0.0,1.0,1.0,0.0008138500486976,0.0003054832579472,1.0,1.0
tinnov,0.8,0.0,maxrun,50,300,0.08333333333333333,0.08,0.02,0.016666666666666666,0.0,1.0,1.0,0.0013101757500589,0.00648677510068525,1.0,1.0
tinnov,0.8,0.0,maxrun,252,300,0.08333333333333333,0.07,0.023333333333333334,0.01,0.0,1.0,1.0,0.0013101757500589,0.0003054832579472,1.0,1.0
tinnov,0.8,0.5,count,50,300,0.07,0.06,0.016666666666666666,0.006666666666666667,0.0,1.0,1.0,0.00098715411959375,0.0064389096260362,1.0,1.0
tinnov,0.8,0.5,count,252,300,0.07,0.043333333333333335,0.02666666666666667,0.0,0.0,1.0,1.0,0.00098715411959375,0.00030295613788585004,1.0,1.0
tinnov,0.8,0.5,maxrun,50,300,0.056666666666666664,0.05,0.016666666666666666,0.01,0.0,1.0,1.0,0.0014898428454223,0.0064389096260362,1.0,1.0
tinnov,0.8,0.5,maxrun,252,300,0.056666666666666664,0.05,0.023333333333333334,0.016666666666666666,0.0,1.0,1.0,0.0014898428454223,0.00030295613788585004,1.0,1.0
tinnov,0.8,1.0,count,50,300,0.07666666666666666,0.056666666666666664,0.02666666666666667,0.006666666666666667,0.0,1.0,1.0,0.0008551379631223501,0.00652496090042615,1.0,1.0
tinnov,0.8,1.0,count,252,300,0.07666666666666666,0.04666666666666667,0.03333333333333333,0.0033333333333333335,0.0,1.0,1.0,0.0008551379631223501,0.00030995272572039996,1.0,1.0
tinnov,0.8,1.0,maxrun,50,300,0.08666666666666667,0.07,0.03,0.013333333333333334,0.0,1.0,1.0,0.0010438791947651,0.00652496090042615,1.0,1.0
tinnov,0.8,1.0,maxrun,252,300,0.08666666666666667,0.06,0.03333333333333333,0.006666666666666667,0.0,1.0,1.0,0.0010438791947651,0.00030995272572039996,1.0,1.0
tinnov,0.8,2.0,count,50,300,0.07666666666666666,0.04666666666666667,0.03,0.0,0.0,1.0,1.0,0.0007924273357176499,0.00643919786568155,1.0,1.0
tinnov,0.8,2.0,count,252,300,0.07666666666666666,0.04666666666666667,0.03333333333333333,0.0033333333333333335,0.0067578364387597,1.0,1.0,0.0007924273357176499,0.00030688854917035,1.0,1.0
tinnov,0.8,2.0,maxrun,50,300,0.07333333333333333,0.03666666666666667,0.03666666666666667,0.0,0.0,1.0,1.0,0.0009222011645353,0.00643919786568155,1.0,1.0
tinnov,0.8,2.0,maxrun,252,300,0.07333333333333333,0.043333333333333335,0.03,0.0,0.0,1.0,1.0,0.0009222011645353,0.00030688854917035,1.0,1.0
tinnov,0.8,4.0,count,50,300,0.18666666666666668,0.05,0.13666666666666666,0.0,0.051186624088163504,1.0,1.0,0.00151223738623575,0.00648474545359325,1.0,1.0
tinnov,0.8,4.0,count,252,300,0.18666666666666668,0.04,0.14666666666666667,0.0,0.0603262127532256,1.0,1.0,0.00151223738623575,0.0003035307209255,1.0,1.0
tinnov,0.8,4.0,maxrun,50,300,0.21333333333333335,0.05,0.16333333333333333,0.0,0.054355500821018046,1.0,1.0,0.0015055576399499002,0.00648474545359325,1.0,1.0
tinnov,0.8,4.0,maxrun,252,300,0.21333333333333335,0.03666666666666667,0.17666666666666667,0.0,0.06244416213302795,1.0,1.0,0.0015055576399499002,0.0003035307209255,1.0,1.0
