lambda,observable,block_years,n,annual_rejection_rate,native_rejection_rate,mechanistic_misattribution_rate,native_only_rate,median_null_gap,median_neff_p,ci_low,ci_high
0.0,count,252,2700,0.0851851851851851,0.0429629629629629,0.044074074074074,0.0018518518518518,0.0,11.999999999999998,0.03695796110860647,0.05248569248718368
0.5,count,252,2700,0.0903703703703703,0.0488888888888888,0.0429629629629629,0.0014814814814814,0.0,11.236774258134815,0.0359416715283982,0.051282917047722885
1.0,count,252,2700,0.1037037037037037,0.0433333333333333,0.0618518518518518,0.0014814814814814,0.0,9.627156507492984,0.05337337389744703,0.07157532001304831
2.0,count,252,2700,0.1366666666666666,0.0474074074074074,0.0903703703703703,0.0011111111111111,0.0,6.980894907413887,0.0801297472646027,0.10177494881739885
4.0,count,252,2700,0.2125925925925925,0.0503703703703703,0.1622222222222222,0.0,0.0339250630674618,4.964583905619269,0.14879824017135668,0.1766059938492449
