phi,rep,lambda_value,Neff,feature,obs_feature,indicator_mismatches,annual_count_max_abs,month_multiset_max_abs,native_target_spectral_distance,same_wass,same_wass_scaled,same_ks,same_ks_p,same_mean_diff,same_sd_ratio,fiber_wass,fiber_wass_scaled,fiber_ks,fiber_ks_p,fiber_mean_diff,fiber_sd_ratio,distance_ratio,p_xA,p_xB,p_xtilde,abs_p_same,abs_p_fiber,rej_xA,rej_xB,rej_xtilde,median_specerr_xA,median_specerr_xB,median_specerr_xtilde
0.2,3,0.0,12.000000000000002,ferro_segers,1.0,0,0.0,0.0,0.32446649589733295,0.005211689447832426,0.04800739025130129,0.05220883534136546,0.8874650165235428,0.0025425405728377592,1.0222000448415538,0.014414313124330995,0.12669675703822128,0.06827309236947791,0.6083540282919664,-0.014269589542684424,1.1123566561461182,2.639109444921022,1.0,1.0,1.0,0.0,0.0,False,False,False,0.00022766833927241253,0.00022491388065269945,0.000229477886334615
0.2,3,0.0,12.000000000000002,lag1,-0.0461029609472705,0,0.0,0.0,0.32446649589733295,0.004518076104420289,0.08315409680045759,0.04819277108433735,0.9353620854703709,0.002499483885599514,0.9178320179107085,0.013381292788017045,0.2373707676235165,0.1646586345381526,0.0022997062504635296,-0.012703144077141966,0.9793444308530183,2.854588971041622,,,,,,False,False,False,0.00022766833927241253,0.00022491388065269945,0.000229477886334615
0.2,3,0.0,12.000000000000002,tdiff_raw,5.096,0,0.0,0.0,0.32446649589733295,0.03940562248995985,0.08005550522855712,0.05622489959839357,0.8271830307385587,-0.032144578313253014,0.9749100899490142,0.6676787148594377,1.1599070837411045,0.5421686746987951,6.507616138926559e-34,-0.6676787148594379,0.8776797202035945,14.488786004529919,,,,,,False,False,False,0.00022766833927241253,0.00022491388065269945,0.000229477886334615
0.2,3,0.0,12.000000000000002,lowfreq_cubic,0.05214124644792451,0,0.0,0.0,0.32446649589733295,0.0015213858081971566,0.09351381736521464,0.05622489959839357,0.8271830307385587,-0.0006061253126938282,0.9083142550984217,0.017406287610761777,0.8541500042311303,0.37349397590361444,7.525166356687129e-16,0.017406287610761774,1.1579858055768848,9.133944354931753,,,,,,False,False,False,0.00022766833927241253,0.00022491388065269945,0.000229477886334615
0.2,3,4.0,4.96458390561927,ferro_segers,1.0,0,0.0,0.0,0.3969002665228087,0.01061463717328991,0.10268143693790785,0.04417670682730924,0.96882223798433,0.010038516021797506,0.8831345732058963,0.03876524747396794,0.3177167556252519,0.22088353413654618,9.818533042096732e-06,-0.03876524747396792,1.192734606237763,3.094198572789493,1.0,1.0,1.0,0.0,0.0,False,False,False,0.00022789426149251587,0.00022627508433568374,0.0002253458080772191
0.2,3,4.0,4.96458390561927,lag1,-0.07451367555368518,0,0.0,0.0,0.3969002665228087,0.0070431176439777025,0.12234146879126047,0.06827309236947791,0.6083540282919664,0.005024526780752214,1.0821929307675664,0.005846403430898996,0.10130647121864977,0.0642570281124498,0.6838841078891891,-0.0028190639522252536,1.08840883281949,0.8280632251644655,,,,,,False,False,False,0.00022789426149251587,0.00022627508433568374,0.0002253458080772191
0.2,3,4.0,4.96458390561927,tdiff_raw,3.108,0,0.0,0.0,0.3969002665228087,0.043726907630522095,0.16584775310184285,0.07630522088353414,0.46395181593171897,-0.04346987951807213,1.0375353211356613,0.3813012048192771,1.223191513006627,0.5742971887550201,2.7829485831379324e-38,-0.38130120481927676,0.9094953449541407,7.375387909268142,,,,,,False,False,False,0.00022789426149251587,0.00022627508433568374,0.0002253458080772191
0.2,3,4.0,4.96458390561927,lowfreq_cubic,0.04884983333487771,0,0.0,0.0,0.3969002665228087,0.002290414408584087,0.11362301438961457,0.0642570281124498,0.6838841078891891,0.0021470514284937237,1.0294896210673943,0.0069135858547423835,0.31539527416379415,0.1686746987951807,0.0016437762900952488,0.006807741457658847,1.1763043720101718,2.7758044957538046,,,,,,False,False,False,0.00022789426149251587,0.00022627508433568374,0.0002253458080772191
0.2,4,0.0,12.000000000000002,ferro_segers,0.7149369301860872,0,0.0,0.0,0.3325698050100627,0.003600756939840341,0.03689018930794153,0.03614457831325301,0.9969611680609808,0.0019441117332188451,0.9823794232431229,0.008404394551650238,0.08457175261495634,0.07630522088353414,0.46395181593171897,-0.0072882328102209515,1.017044183040337,2.2925269347085697,0.048,0.04,0.044,0.008,0.0040000000000000036,True,True,True,0.0002262277966201291,0.00022813166230996665,0.00022489442829216357
0.2,4,0.0,12.000000000000002,lag1,-0.0029710046653585475,0,0.0,0.0,0.3325698050100627,0.004712546129455692,0.08754524517881702,0.07630522088353414,0.46395181593171897,-0.003959140588135363,1.0034691731222531,0.024118752762856452,0.43610664119773873,0.20481927710843373,5.514601790594656e-05,-0.024009779416519546,1.0105216018746537,4.981500026722831,,,,,,False,False,False,0.0002262277966201291,0.00022813166230996665,0.00022489442829216357
